NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
MSR1	MSR1	MSR1	macrophage scavenger receptor 1	0.17820416	
ARPC3	ARPC3	ARPC3	actin related protein 2/3 complex, subunit 3, 21kDa	0.17818134	
C1S	C1S	C1S	complement component 1, s subcomponent	0.17816733	
RHBDF2	RHBDF2	RHBDF2	rhomboid 5 homolog 2 (Drosophila)	0.17781922	
MARCH1	MARCH1	MARCH1	membrane-associated ring finger (C3HC4) 1	0.17772837	
RGL1	RGL1	RGL1	ral guanine nucleotide dissociation stimulator-like 1	0.17756885	
ZBTB22	ZBTB22	ZBTB22	zinc finger and BTB domain containing 22	0.1775291	
GRIN2D	GRIN2D	GRIN2D	glutamate receptor, ionotropic, N-methyl D-aspartate 2D	0.17747429	
TLDC2	TLDC2	null	null	0.17731813	
TTC38	TTC38	null	null	0.17724477	
BRPF3	BRPF3	BRPF3	bromodomain and PHD finger containing, 3	0.17723933	
CARD6	CARD6	CARD6	caspase recruitment domain family, member 6	0.17722368	
FAM46C	FAM46C	FAM46C	family with sequence similarity 46, member C	0.17722303	
SLX1A	SLX1A	null	null	0.17720455	
TSNARE1	TSNARE1	TSNARE1	t-SNARE domain containing 1	0.17716749	
MYADM	MYADM	MYADM	myeloid-associated differentiation marker	0.17683609	
YWHAZP2	YWHAZP2	YWHAZP2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta pseudogene 2	0.17652082	
ZRSR2	ZRSR2	ZRSR2	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2	0.17644022	
SLX1B	SLX1B	null	null	0.17643338	
VPS37D	VPS37D	VPS37D	vacuolar protein sorting 37 homolog D (S. cerevisiae)	0.17636536	
NCKAP1L	NCKAP1L	NCKAP1L	NCK-associated protein 1-like	0.17636412	
TPST2	TPST2	TPST2	tyrosylprotein sulfotransferase 2	0.17620376	
RP4-673M15.1	RP4-673M15.1	null	null	0.17616418	
TRAPPC3	TRAPPC3	TRAPPC3	trafficking protein particle complex 3	0.17600366	
LRRC46	LRRC46	LRRC46	leucine rich repeat containing 46	0.17600314	
DHRS4-AS1	DHRS4-AS1	null	null	0.17581065	
SEMA4B	SEMA4B	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	0.1756693	
EIF2S3	EIF2S3	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	0.17564784	
VILL	VILL	VILL	villin-like	0.17563374	
TRIM26	TRIM26	TRIM26	tripartite motif-containing 26	0.17560413	
HIPK3	HIPK3	HIPK3	homeodomain interacting protein kinase 3	0.17557324	
PRSS27	PRSS27	PRSS27	protease, serine 27	0.17550568	
PEX13	PEX13	PEX13	peroxisome biogenesis factor 13	0.17549439	
HK2P1	HK2P1	null	null	0.17540435	
PTPRE	PTPRE	PTPRE	protein tyrosine phosphatase, receptor type, E	0.17534995	
EMC2	EMC2	null	null	0.17530353	
NHEJ1	NHEJ1	NHEJ1	nonhomologous end-joining factor 1	0.17518616	
SLC7A8	SLC7A8	SLC7A8	solute carrier family 7 (cationic amino acid transporter, y+ system), member 8	0.17516072	
CSTF2T	CSTF2T	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant	0.17508319	
TMEM91	TMEM91	TMEM91	transmembrane protein 91	0.17496665	
EXOSC5	EXOSC5	EXOSC5	exosome component 5	0.17495811	
LIMS2	LIMS2	LIMS2	LIM and senescent cell antigen-like domains 2	0.17484084	
RPS6KA1	RPS6KA1	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	0.17483851	
C6orf89	C6orf89	C6ORF89	chromosome 6 open reading frame 89	0.17470755	
IGHG2	IGHG2	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)	0.17461172	
FAM126B	FAM126B	FAM126B	family with sequence similarity 126, member B	0.17460509	
EFNA3	EFNA3	EFNA3	ephrin-A3	0.17455956	
RNF8	RNF8	RNF8	ring finger protein 8	0.17446192	
CHMP1A	CHMP1A	null	null	0.17421731	
PSMA6	PSMA6	PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	0.17420655	
GLTSCR1L	GLTSCR1L	null	null	0.17416206	
TMEM62	TMEM62	TMEM62	transmembrane protein 62	0.17412682	
RP3-368A4.6	RP3-368A4.6	null	null	0.1740106	
GPR160	GPR160	GPR160	G protein-coupled receptor 160	0.17391953	
RP5-961K14.1	RP5-961K14.1	null	null	0.1739147	
SNRK	SNRK	SNRK	SNF related kinase	0.17389923	
DOCK5	DOCK5	DOCK5	dedicator of cytokinesis 5	0.1737861	
MS4A6A	MS4A6A	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	0.17364116	
GLUL	GLUL	GLUL	glutamate-ammonia ligase (glutamine synthetase)	0.17345296	
MTSS1L	MTSS1L	null	null	0.17340615	
DLEU7	DLEU7	DLEU7	deleted in lymphocytic leukemia, 7	0.17325492	
RP13-228J13.5	RP13-228J13.5	null	null	0.17301792	
TMEM138	TMEM138	TMEM138	transmembrane protein 138	0.17296694	
OAS2	OAS2	OAS2	2'-5'-oligoadenylate synthetase 2, 69/71kDa	0.1729443	
TMEM63B	TMEM63B	TMEM63B	transmembrane protein 63B	0.17289919	
PDIA3P1	PDIA3P1	null	null	0.1728169	
RAP1A	RAP1A	RAP1A	RAP1A, member of RAS oncogene family	0.17271483	
SIGLEC14	SIGLEC14	null	null	0.17252676	
MIEN1	MIEN1	null	null	0.17238756	
AARS	AARS	AARS	alanyl-tRNA synthetase	0.17238183	
KCNJ2	KCNJ2	KCNJ2	potassium inwardly-rectifying channel, subfamily J, member 2	0.17235279	
AC073869.1	AC073869.1	null	null	0.17234015	
STX3	STX3	STX3	syntaxin 3	0.17230254	
ABHD17A	ABHD17A	null	null	0.17221415	
ARPC2	ARPC2	ARPC2	actin related protein 2/3 complex, subunit 2, 34kDa	0.17215554	
PPP1R11	PPP1R11	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	0.17210062	
MAT2B	MAT2B	MAT2B	methionine adenosyltransferase II, beta	0.1719933	
RP11-452G18.2	RP11-452G18.2	null	null	0.17196187	
CNPPD1	CNPPD1	null	null	0.17188846	
SPC25	SPC25	null	null	0.17188178	
NMRK1	NMRK1	null	null	0.17183329	
RP11-834C11.4	RP11-834C11.4	null	null	0.17182331	
UBE2L6	UBE2L6	UBE2L6	ubiquitin-conjugating enzyme E2L 6	0.17178857	
C2orf74	C2orf74	null	null	0.17168899	
AP5Z1	AP5Z1	null	null	0.17160805	
NACC2	NACC2	null	null	0.17149678	
RRS1	RRS1	RRS1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	0.1712603	
PRELID1P1	PRELID1P1	null	null	0.17113799	
APOC1	APOC1	APOC1	apolipoprotein C-I	0.17101713	
SNRNP27	SNRNP27	null	null	0.17101325	
SPNS1	SPNS1	null	null	0.17083248	
CYLD	CYLD	CYLD	cylindromatosis (turban tumor syndrome)	0.17082746	
SLC27A1	SLC27A1	SLC27A1	solute carrier family 27 (fatty acid transporter), member 1	0.17078018	
CSF1R	CSF1R	CSF1R	colony stimulating factor 1 receptor, formerly McDonough feline sarcoma viral (v-fms) oncogene homolog	0.17066868	
RIPK1	RIPK1	RIPK1	receptor (TNFRSF)-interacting serine-threonine kinase 1	0.17062394	
SNRPGP2	SNRPGP2	SNRPGP2	small nuclear ribonucleoprotein polypeptide G pseudogene 2	0.17058532	
RP11-102M11.1	RP11-102M11.1	null	null	0.1705642	
TIGD7	TIGD7	TIGD7	tigger transposable element derived 7	0.17055741	
FGFBP3	FGFBP3	null	null	0.17048691	
TMEM220	TMEM220	null	null	0.1704793	
DAAM2	DAAM2	DAAM2	dishevelled associated activator of morphogenesis 2	0.17047344	
ITM2B	ITM2B	ITM2B	integral membrane protein 2B	0.17045595	
DECR1	DECR1	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial	0.1704171	
RPS9	RPS9	RPS9	ribosomal protein S9	0.17022952	
GJA3	GJA3	GJA3	gap junction protein, alpha 3, 46kDa (connexin 46)	0.17009932	
HNRNPLL	HNRNPLL	null	null	0.17007238	
TAPBP	TAPBP	TAPBP	TAP binding protein (tapasin)	0.17002206	
APRT	APRT	APRT	adenine phosphoribosyltransferase	0.16996787	
ZMYM6	ZMYM6	ZMYM6	zinc finger, MYM-type 6	0.16983907	
COMMD7	COMMD7	COMMD7	COMM domain containing 7	0.16983524	
LDLRAD4	LDLRAD4	null	null	0.16964106	
LY6E	LY6E	LY6E	lymphocyte antigen 6 complex, locus E	0.16964045	
ARL4A	ARL4A	ARL4A	ADP-ribosylation factor-like 4A	0.16961074	
TMCO4	TMCO4	TMCO4	transmembrane and coiled-coil domains 4	0.16959353	
KREMEN1	KREMEN1	KREMEN1	kringle containing transmembrane protein 1	0.16959321	
ROCK2	ROCK2	ROCK2	Rho-associated, coiled-coil containing protein kinase 2	0.16954795	
EXOC6B	EXOC6B	null	null	0.16950169	
TXLNA	TXLNA	TXLNA	taxilin alpha	0.16923794	
ERLEC1	ERLEC1	null	null	0.1689928	
EFCAB11	EFCAB11	null	null	0.16886938	
RP11-550F7.1	RP11-550F7.1	null	null	0.16885708	
GAB1	GAB1	GAB1	GRB2-associated binding protein 1	0.16864051	
ZNF706	ZNF706	ZNF706	zinc finger protein 706	0.16861314	
KB-1027C11.4	KB-1027C11.4	null	null	0.16853358	
BMP2K	BMP2K	BMP2K	BMP2 inducible kinase	0.16851456	
ZNF461	ZNF461	ZNF461	zinc finger protein 461	0.16848104	
CLSTN1	CLSTN1	CLSTN1	calsyntenin 1	0.16842431	
CACFD1	CACFD1	null	null	0.1683013	
SLC2A13	SLC2A13	SLC2A13	solute carrier family 2 (facilitated glucose transporter), member 13	0.16827606	
MORC3	MORC3	MORC3	MORC family CW-type zinc finger 3	0.16827063	
TXNL4B	TXNL4B	TXNL4B	thioredoxin-like 4B	0.16826582	
FUNDC2	FUNDC2	FUNDC2	FUN14 domain containing 2	0.16812454	
PVRL2	PVRL2	PVRL2	poliovirus receptor-related 2 (herpesvirus entry mediator B)	0.16812332	
RMND5B	RMND5B	RMND5B	required for meiotic nuclear division 5 homolog B (S. cerevisiae)	0.16807857	
TNPO1	TNPO1	TNPO1	transportin 1	0.16804433	
DKFZP761J1410	DKFZP761J1410	null	null	0.168017	
MKNK1	MKNK1	MKNK1	MAP kinase interacting serine/threonine kinase 1	0.16801468	
SPRED1	SPRED1	SPRED1	sprouty-related, EVH1 domain containing 1	0.16797026	
C4orf33	C4orf33	C4ORF33	chromosome 4 open reading frame 33	0.16775489	
CYHR1	CYHR1	CYHR1	cysteine/histidine-rich 1	0.16770859	
SERPINA3	SERPINA3	SERPINA3	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	0.1676715	
AIF1L	AIF1L	null	null	0.16764194	
ZNF438	ZNF438	ZNF438	zinc finger protein 438	0.16760844	
PLK2	PLK2	PLK2	polo-like kinase 2 (Drosophila)	0.16759022	
KIAA1033	KIAA1033	KIAA1033	KIAA1033	0.16758995	
EED	EED	EED	embryonic ectoderm development	0.16723773	
GPX1P1	GPX1P1	null	null	0.1670862	
TBXAS1	TBXAS1	TBXAS1	thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A)	0.16703472	
AF127577.10	AF127577.10	null	null	0.16699317	
PPAPDC3	PPAPDC3	PPAPDC3	phosphatidic acid phosphatase type 2 domain containing 3	0.16698703	
PABPC3	PABPC3	PABPC3	poly(A) binding protein, cytoplasmic 3	0.16698264	
PRPS2	PRPS2	PRPS2	phosphoribosyl pyrophosphate synthetase 2	0.16691543	
SLC38A6	SLC38A6	SLC38A6	solute carrier family 38, member 6	0.16687764	
FOXD2	FOXD2	FOXD2	forkhead box D2	0.16687535	
HSDL1	HSDL1	HSDL1	hydroxysteroid dehydrogenase like 1	0.1666434	
ZSCAN31	ZSCAN31	null	null	0.16661355	
RP11-435F17.1	RP11-435F17.1	null	null	0.16654305	
RP11-402J6.3	RP11-402J6.3	null	null	0.16649188	
RP11-61A14.2	RP11-61A14.2	null	null	0.1664638	
EEF1D	EEF1D	EEF1D	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	0.16644919	
ZNF714	ZNF714	ZNF714	zinc finger protein 714	0.16614011	
FAM222A	FAM222A	null	null	0.16606069	
AK4	AK4	null	null	0.16581488	
LPPR4	LPPR4	LPPR4	-	0.16581076	
SH3RF1	SH3RF1	SH3RF1	SH3 domain containing ring finger 1	0.16578647	
TAGLN2P1	TAGLN2P1	TAGLN2P1	transgelin 2 pseudogene 1	0.16572395	
AC011330.5	AC011330.5	null	null	0.16542982	
RP11-496I2.5	RP11-496I2.5	null	null	0.16536626	
ZNF20	ZNF20	ZNF20	zinc finger protein 20	0.16528092	
ANGPT1	ANGPT1	ANGPT1	angiopoietin 1	0.16523065	
FPGT	FPGT	FPGT	fucose-1-phosphate guanylyltransferase	0.16510582	
SEMA3F	SEMA3F	SEMA3F	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F	0.16509053	
FAM134A	FAM134A	null	null	0.16502807	
PCYT1A	PCYT1A	PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	0.16501935	
SLC9A1	SLC9A1	SLC9A1	solute carrier family 9 (sodium/hydrogen exchanger), member 1 (antiporter, Na+/H+, amiloride sensitive)	0.16494052	
SPARC	SPARC	SPARC	secreted protein, acidic, cysteine-rich (osteonectin)	0.16489634	
PTRHD1	PTRHD1	null	null	0.16489327	
GPX3	GPX3	GPX3	glutathione peroxidase 3 (plasma)	0.16483536	
RP11-61L19.3	RP11-61L19.3	null	null	0.16472174	
CHD9	CHD9	CHD9	chromodomain helicase DNA binding protein 9	0.16471267	
PHOSPHO2	PHOSPHO2	PHOSPHO2	phosphatase, orphan 2	0.1646272	
MAFB	MAFB	MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	0.16445123	
SPTY2D1	SPTY2D1	SPTY2D1	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae)	0.16435604	
ERI1	ERI1	null	null	0.1642787	
NADK	NADK	NADK	NAD kinase	0.16427429	
PPP1R10	PPP1R10	PPP1R10	protein phosphatase 1, regulatory subunit 10	0.16414843	
SCRN3	SCRN3	SCRN3	secernin 3	0.16405803	
KCTD11	KCTD11	KCTD11	potassium channel tetramerisation domain containing 11	0.16397837	
NPTN	NPTN	NPTN	neuroplastin	0.16397633	
CYSTM1	CYSTM1	null	null	0.16393125	
KLHL8	KLHL8	KLHL8	kelch-like 8 (Drosophila)	0.1639092	
ZNF16	ZNF16	ZNF16	zinc finger protein 16	0.16390708	
FAM63B	FAM63B	FAM63B	family with sequence similarity 63, member B	0.16389778	
SLC25A24	SLC25A24	SLC25A24	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 24	0.16385454	
ZNF426	ZNF426	ZNF426	zinc finger protein 426	0.16383894	
AC068580.6	AC068580.6	null	null	0.16383317	
XBP1	XBP1	XBP1	X-box binding protein 1	0.16376808	
NT5DC3	NT5DC3	NT5DC3	5'-nucleotidase domain containing 3	0.16359799	
CCL2	CCL2	CCL2	chemokine (C-C motif) ligand 2	0.1635674	
SLC4A7	SLC4A7	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7	0.16352654	
CAP1	CAP1	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	0.16352285	
SLC50A1	SLC50A1	null	null	0.1633574	
C6orf136	C6orf136	C6ORF136	chromosome 6 open reading frame 136	0.16332282	
ZNF502	ZNF502	ZNF502	zinc finger protein 502	0.16327496	
FMO5	FMO5	FMO5	flavin containing monooxygenase 5	0.16326836	
DNAJB1P1	DNAJB1P1	null	null	0.1632615	
KLHL29	KLHL29	null	null	0.1631985	
AC083799.1	AC083799.1	null	null	0.1631152	
ATP11B	ATP11B	ATP11B	ATPase, Class VI, type 11B	0.16309643	
NFATC2	NFATC2	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	0.16293716	
PLEKHG3	PLEKHG3	PLEKHG3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	0.16290939	
STARD8	STARD8	STARD8	START domain containing 8	0.1629045	
PDLIM1	PDLIM1	PDLIM1	PDZ and LIM domain 1 (elfin)	0.16270888	
ZMAT3	ZMAT3	ZMAT3	zinc finger, matrin type 3	0.16269542	
P2RY13	P2RY13	P2RY13	purinergic receptor P2Y, G-protein coupled, 13	0.16265897	
AC004878.3	AC004878.3	null	null	0.16252278	
SP3	SP3	SP3	Sp3 transcription factor	0.16233577	
LCP1	LCP1	LCP1	lymphocyte cytosolic protein 1 (L-plastin)	0.16220635	
PGGT1B	PGGT1B	PGGT1B	protein geranylgeranyltransferase type I, beta subunit	0.16202359	
PPP2R5A	PPP2R5A	PPP2R5A	protein phosphatase 2, regulatory subunit B (B56), alpha isoform	0.1620103	
NMT1	NMT1	NMT1	N-myristoyltransferase 1	0.16199356	
MIR4458HG	MIR4458HG	null	null	0.16198438	
CLN8	CLN8	CLN8	ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)	0.1619751	
SC5D	SC5D	null	null	0.16179411	
GFPT1	GFPT1	GFPT1	glutamine-fructose-6-phosphate transaminase 1	0.16149186	
COMTD1	COMTD1	COMTD1	catechol-O-methyltransferase domain containing 1	0.16139455	
STAT5A	STAT5A	STAT5A	signal transducer and activator of transcription 5A	0.16135368	
GLTP	GLTP	GLTP	glycolipid transfer protein	0.16134946	
ERO1L	ERO1L	ERO1L	ERO1-like (S. cerevisiae)	0.16131212	
ABHD17AP6	ABHD17AP6	null	null	0.16130735	
DRAM2	DRAM2	null	null	0.1612413	
BTD	BTD	BTD	biotinidase	0.16120735	
ATP2A2	ATP2A2	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	0.16114019	
CAT	CAT	CAT	catalase	0.16097522	
PTS	PTS	PTS	6-pyruvoyltetrahydropterin synthase	0.16096404	
RP11-242D8.1	RP11-242D8.1	null	null	0.16089064	
SPOPL	SPOPL	null	null	0.16081807	
UBASH3B	UBASH3B	null	null	0.16078828	
RSPH9	RSPH9	null	null	0.1607052	
CTNNBIP1	CTNNBIP1	CTNNBIP1	catenin, beta interacting protein 1	0.1603641	
H1F0	H1F0	H1F0	H1 histone family, member 0	0.16019331	
TRIM5	TRIM5	TRIM5	tripartite motif-containing 5	0.16016997	
SMC5-AS1	SMC5-AS1	null	null	0.1600884	
SAMD9L	SAMD9L	SAMD9L	sterile alpha motif domain containing 9-like	0.160032	
ZNF529	ZNF529	ZNF529	zinc finger protein 529	0.15982014	
CANX	CANX	CANX	calnexin	0.1597389	
RP11-156P1.3	RP11-156P1.3	null	null	0.15971723	
FBXO32	FBXO32	FBXO32	F-box protein 32	0.1596637	
CNOT3	CNOT3	CNOT3	CCR4-NOT transcription complex, subunit 3	0.15961544	
RARS	RARS	RARS	arginyl-tRNA synthetase	0.15953404	
CROT	CROT	CROT	carnitine O-octanoyltransferase	0.15950267	
HAAO	HAAO	HAAO	3-hydroxyanthranilate 3,4-dioxygenase	0.15939863	
PROSC	PROSC	PROSC	proline synthetase co-transcribed homolog (bacterial)	0.159323	
ZNF350	ZNF350	ZNF350	zinc finger protein 350	0.15917554	
ALDOA	ALDOA	ALDOA	aldolase A, fructose-bisphosphate	0.15911818	
RAD54B	RAD54B	RAD54B	RAD54 homolog B (S. cerevisiae)	0.15906867	
TNFRSF10B	TNFRSF10B	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	0.1588718	
ZNF354C	ZNF354C	ZNF354C	zinc finger protein 354C	0.15868646	
NKIRAS1	NKIRAS1	NKIRAS1	NFKB inhibitor interacting Ras-like 1	0.15857403	
PTEN	PTEN	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	0.1584982	
RP11-12M9.3	RP11-12M9.3	null	null	0.15843241	
NT5C3AP1	NT5C3AP1	null	null	0.1584284	
DTX2	DTX2	DTX2	deltex homolog 2 (Drosophila)	0.15833949	
RP11-159G9.5	RP11-159G9.5	null	null	0.15822145	
MYO18A	MYO18A	MYO18A	myosin XVIIIA	0.15808976	
HSDL2	HSDL2	HSDL2	hydroxysteroid dehydrogenase like 2	0.15795931	
LMO7	LMO7	LMO7	LIM domain 7	0.15792933	
ZNF616	ZNF616	ZNF616	zinc finger protein 616	0.15792505	
YWHAG	YWHAG	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	0.15792139	
LEPROT	LEPROT	LEPROT	leptin receptor overlapping transcript	0.15788479	
EMC7	EMC7	null	null	0.15786138	
LINC00467	LINC00467	null	null	0.15784813	
RP11-196O16.1	RP11-196O16.1	null	null	0.15772882	
NDFIP1	NDFIP1	NDFIP1	Nedd4 family interacting protein 1	0.15766568	
MRPS36	MRPS36	MRPS36	mitochondrial ribosomal protein S36	0.1576488	
GIMAP4	GIMAP4	GIMAP4	GTPase, IMAP family member 4	0.15751295	
MILR1	MILR1	null	null	0.15742761	
MTRNR2L2	MTRNR2L2	null	null	0.15741855	
RP11-158K1.3	RP11-158K1.3	null	null	0.15740068	
IRF2	IRF2	IRF2	interferon regulatory factor 2	0.15739776	
PSMF1	PSMF1	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	0.15715717	
RP11-309G3.3	RP11-309G3.3	null	null	0.15713464	
RALGPS1	RALGPS1	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1	0.15712155	
TAGLN2	TAGLN2	TAGLN2	transgelin 2	0.15711187	
MKRN1	MKRN1	MKRN1	makorin, ring finger protein, 1	0.15710232	
STAG2	STAG2	STAG2	stromal antigen 2	0.15705271	
ABHD17AP4	ABHD17AP4	null	null	0.15704936	
TPPP3	TPPP3	null	null	0.15695822	
SIGIRR	SIGIRR	SIGIRR	single immunoglobulin and toll-interleukin 1 receptor (TIR) domain	0.15686953	
RB1CC1	RB1CC1	RB1CC1	RB1-inducible coiled-coil 1	0.1567953	
DNMT3B	DNMT3B	DNMT3B	DNA (cytosine-5-)-methyltransferase 3 beta	0.1565524	
TESK2	TESK2	TESK2	testis-specific kinase 2	0.15654401	
DTYMK	DTYMK	DTYMK	deoxythymidylate kinase (thymidylate kinase)	0.15648273	
ZNF260	ZNF260	ZNF260	zinc finger protein 260	0.15646273	
SCAMP1	SCAMP1	SCAMP1	secretory carrier membrane protein 1	0.15643016	
ABI3	ABI3	ABI3	ABI gene family, member 3	0.15639755	
IL2RG	IL2RG	IL2RG	interleukin 2 receptor, gamma (severe combined immunodeficiency)	0.15637974	
ST3GAL5	ST3GAL5	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	0.15637858	
PIK3CB	PIK3CB	PIK3CB	phosphoinositide-3-kinase, catalytic, beta polypeptide	0.15635665	
RP11-95P2.1	RP11-95P2.1	null	null	0.15634714	
CLDN15	CLDN15	CLDN15	claudin 15	0.1562932	
MPND	MPND	null	null	0.15611869	
RABEPK	RABEPK	RABEPK	Rab9 effector protein with kelch motifs	0.15591027	
IFIT2	IFIT2	IFIT2	interferon-induced protein with tetratricopeptide repeats 2	0.15589571	
TBC1D22B	TBC1D22B	TBC1D22B	TBC1 domain family, member 22B	0.15564427	
CALM2P2	CALM2P2	CALM2P2	calmodulin 2 pseudogene 2	0.15560985	
NAMPT	NAMPT	null	null	0.15559247	
SLU7	SLU7	SLU7	-	0.15553619	
FAM203B	FAM203B	null	null	0.15542713	
ITGAM	ITGAM	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	0.1553008	
DNAJB14	DNAJB14	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14	0.15511575	
C10orf54	C10orf54	C10ORF54	chromosome 10 open reading frame 54	0.15510713	
NUCB1	NUCB1	NUCB1	nucleobindin 1	0.1550848	
PLD3	PLD3	PLD3	phospholipase D family, member 3	0.15507151	
PKMP1	PKMP1	null	null	0.15506792	
AIFM3	AIFM3	null	null	0.15501247	
TMEM179B	TMEM179B	null	null	0.1549984	
KRAS	KRAS	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	0.15490156	
GGCT	GGCT	null	null	0.15460294	
ERAP1	ERAP1	null	null	0.15456533	
CCDC125	CCDC125	CCDC125	coiled-coil domain containing 125	0.15454637	
PPIL1	PPIL1	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	0.1543977	
ATMIN	ATMIN	null	null	0.15435676	
METTL5	METTL5	METTL5	methyltransferase like 5	0.15426804	
SPTLC2	SPTLC2	SPTLC2	serine palmitoyltransferase, long chain base subunit 2	0.15411392	
APOBR	APOBR	null	null	0.15410803	
MYO15B	MYO15B	MYO15B	myosin XVB pseudogene	0.15409657	
RP11-289I10.2	RP11-289I10.2	null	null	0.1539973	
MMADHC	MMADHC	null	null	0.15399419	
C15orf62	C15orf62	null	null	0.15395729	
NEIL3	NEIL3	NEIL3	nei endonuclease VIII-like 3 (E. coli)	0.15389188	
MR1	MR1	MR1	major histocompatibility complex, class I-related	0.15387742	
PIGS	PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	0.1538766	
IBA57	IBA57	null	null	0.15384898	
OMA1	OMA1	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	0.15369625	
TIGD5	TIGD5	TIGD5	tigger transposable element derived 5	0.1536443	
TDRD3	TDRD3	TDRD3	tudor domain containing 3	0.15364175	
PTPRC	PTPRC	PTPRC	protein tyrosine phosphatase, receptor type, C	0.15351631	
DMXL2	DMXL2	DMXL2	Dmx-like 2	0.15348132	
RP11-20I23.8	RP11-20I23.8	null	null	0.153428	
NSUN3	NSUN3	NSUN3	NOL1/NOP2/Sun domain family, member 3	0.15339197	
SLC1A5	SLC1A5	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	0.15336308	
VIMP	VIMP	null	null	0.15335044	
RP11-498D10.6	RP11-498D10.6	null	null	0.1533322	
ABHD17AP3	ABHD17AP3	null	null	0.15321183	
KIAA1161	KIAA1161	KIAA1161	KIAA1161	0.15318961	
KCNK13	KCNK13	KCNK13	potassium channel, subfamily K, member 13	0.153091	
GEMIN8	GEMIN8	null	null	0.15287206	
GLRX2	GLRX2	GLRX2	glutaredoxin 2	0.15286745	
FAIM	FAIM	FAIM	Fas apoptotic inhibitory molecule	0.15285589	
FNIP1	FNIP1	FNIP1	folliculin interacting protein 1	0.1527957	
PITHD1	PITHD1	null	null	0.15260065	
TTYH3	TTYH3	TTYH3	tweety homolog 3 (Drosophila)	0.15240481	
TPCN2	TPCN2	TPCN2	two pore segment channel 2	0.15229605	
GMEB1	GMEB1	GMEB1	glucocorticoid modulatory element binding protein 1	0.1522916	
KMT2E	KMT2E	null	null	0.15226837	
RP11-485G4.2	RP11-485G4.2	null	null	0.1521119	
NAA20	NAA20	null	null	0.15201075	
TRIM11	TRIM11	TRIM11	tripartite motif-containing 11	0.15189667	
RP11-1407O15.2	RP11-1407O15.2	null	null	0.15187012	
SNRPGP15	SNRPGP15	null	null	0.15175039	
PRKCD	PRKCD	PRKCD	protein kinase C, delta	0.15169302	
BCL2A1	BCL2A1	BCL2A1	BCL2-related protein A1	0.15165941	
TCTA	TCTA	TCTA	T-cell leukemia translocation altered gene	0.15154552	
ZFP82	ZFP82	null	null	0.15144822	
PDIA3P2	PDIA3P2	null	null	0.15144357	
ZNF398	ZNF398	ZNF398	zinc finger protein 398	0.15141696	
B3GALNT1	B3GALNT1	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)	0.1514124	
GPM6B	GPM6B	GPM6B	glycoprotein M6B	0.15133011	
RP3-342P20.2	RP3-342P20.2	null	null	0.15122592	
