NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
EPT1	EPT1	null	null	0.133277	
RP1-66C13.3	RP1-66C13.3	null	null	0.13325632	
GABPB2	GABPB2	GABPB2	GA binding protein transcription factor, beta subunit 2	0.13324746	
PRRT1	PRRT1	PRRT1	proline-rich transmembrane protein 1	0.13316196	
RP1-232L22__B.1	RP1-232L22__B.1	null	null	0.13313922	
WASF3	WASF3	WASF3	WAS protein family, member 3	0.13311647	
NAA25	NAA25	null	null	0.13308312	
PYGL	PYGL	PYGL	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	0.13308014	
RP11-455F5.3	RP11-455F5.3	null	null	0.13304222	
SNRPB	SNRPB	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	0.13303654	
FCGRT	FCGRT	FCGRT	Fc fragment of IgG, receptor, transporter, alpha	0.13300247	
YEATS4	YEATS4	YEATS4	YEATS domain containing 4	0.13300012	
TBC1D9B	TBC1D9B	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	0.13285868	
COMMD10	COMMD10	COMMD10	COMM domain containing 10	0.132844	
PRKX	PRKX	PRKX	protein kinase, X-linked	0.13276485	
JRKL	JRKL	JRKL	jerky homolog-like (mouse)	0.1326524	
RNF144B	RNF144B	null	null	0.13264878	
TNKS	TNKS	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	0.13256884	
METTL14	METTL14	null	null	0.13255394	
ABCD1	ABCD1	ABCD1	ATP-binding cassette, sub-family D (ALD), member 1	0.1324972	
KLHL8	KLHL8	KLHL8	kelch-like 8 (Drosophila)	0.13246153	
BLVRB	BLVRB	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	0.13241398	
EIF4HP1	EIF4HP1	null	null	0.13237433	
PTPMT1	PTPMT1	PTPMT1	protein tyrosine phosphatase, mitochondrial 1	0.13219573	
RCHY1	RCHY1	RCHY1	ring finger and CHY zinc finger domain containing 1	0.13216114	
RAB38	RAB38	RAB38	RAB38, member RAS oncogene family	0.1318054	
CNOT4	CNOT4	CNOT4	CCR4-NOT transcription complex, subunit 4	0.13175207	
POLR3D	POLR3D	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	0.13147433	
PLEKHA4	PLEKHA4	PLEKHA4	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 4	0.13146698	
TAGLN2	TAGLN2	TAGLN2	transgelin 2	0.13144946	
SOWAHD	SOWAHD	null	null	0.13143864	
NOL3	NOL3	NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	0.13141695	
GMEB1	GMEB1	GMEB1	glucocorticoid modulatory element binding protein 1	0.13141122	
CLINT1	CLINT1	CLINT1	clathrin interactor 1	0.1312353	
CDC7	CDC7	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)	0.13123055	
FAM133DP	FAM133DP	null	null	0.13119803	
RAB24	RAB24	RAB24	RAB24, member RAS oncogene family	0.13113067	
FARSA	FARSA	null	null	0.13112845	
PPM1K	PPM1K	PPM1K	protein phosphatase 1K (PP2C domain containing)	0.1311263	
RP5-874C20.3	RP5-874C20.3	null	null	0.13112564	
RP11-1280N14.3	RP11-1280N14.3	null	null	0.13112395	
IFITM2	IFITM2	IFITM2	interferon induced transmembrane protein 2 (1-8D)	0.13096529	
NDUFC2	NDUFC2	NDUFC2	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa	0.1308746	
HESX1	HESX1	HESX1	homeobox, ES cell expressed 1	0.1308298	
TRPS1	TRPS1	TRPS1	trichorhinophalangeal syndrome I	0.1308067	
PPP1R8	PPP1R8	PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	0.13079572	
SRPK1	SRPK1	SRPK1	SFRS protein kinase 1	0.1307099	
CENPU	CENPU	null	null	0.13047709	
EFNA3	EFNA3	EFNA3	ephrin-A3	0.13047494	
SNRNP27	SNRNP27	null	null	0.13041061	
KIAA1024	KIAA1024	KIAA1024	-	0.13031375	
HOMER1	HOMER1	HOMER1	homer homolog 1 (Drosophila)	0.13030411	
AC009506.1	AC009506.1	null	null	0.13024819	
NXPH4	NXPH4	NXPH4	neurexophilin 4	0.130109	
TMEM79	TMEM79	TMEM79	transmembrane protein 79	0.12992078	
ZNF800	ZNF800	ZNF800	zinc finger protein 800	0.1299054	
ZNF22	ZNF22	ZNF22	zinc finger protein 22 (KOX 15)	0.12985343	
HS6ST1P1	HS6ST1P1	null	null	0.12983634	
LGALS9	LGALS9	LGALS9	lectin, galactoside-binding, soluble, 9 (galectin 9)	0.12981817	
NME4	NME4	NME4	non-metastatic cells 4, protein expressed in	0.12977633	
ZNF518A	ZNF518A	null	null	0.12973088	
LNX2	LNX2	LNX2	ligand of numb-protein X 2	0.12968358	
SETMAR	SETMAR	SETMAR	SET domain and mariner transposase fusion gene	0.12966338	
BLZF1	BLZF1	BLZF1	basic leucine zipper nuclear factor 1 (JEM-1)	0.12961604	
FES	FES	FES	feline sarcoma oncogene	0.12960881	
GABARAPL2	GABARAPL2	GABARAPL2	GABA(A) receptor-associated protein-like 2	0.12946057	
TBC1D8	TBC1D8	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)	0.12937127	
ZNF619	ZNF619	ZNF619	zinc finger protein 619	0.12929994	
ETFB	ETFB	ETFB	electron-transfer-flavoprotein, beta polypeptide	0.12928505	
UBR4	UBR4	null	null	0.12901297	
SLC38A7	SLC38A7	null	null	0.12899372	
SPN	SPN	SPN	sialophorin (leukosialin, CD43)	0.12888679	
CCNC	CCNC	CCNC	cyclin C	0.12883116	
AURKAIP1	AURKAIP1	AURKAIP1	aurora kinase A interacting protein 1	0.12881583	
BANF1	BANF1	BANF1	barrier to autointegration factor 1	0.12871489	
DHX8	DHX8	DHX8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	0.12869993	
CCDC57	CCDC57	CCDC57	coiled-coil domain containing 57	0.1286502	
ZNF283	ZNF283	ZNF283	zinc finger protein 283	0.12856813	
POLR1A	POLR1A	POLR1A	polymerase (RNA) I polypeptide A, 194kDa	0.1283444	
SLC22A4	SLC22A4	SLC22A4	solute carrier family 22 (organic cation transporter), member 4	0.12818885	
ID1	ID1	ID1	inhibitor of DNA binding 1, dominant negative helix-loop-helix protein	0.12814526	
RP5-1024G6.8	RP5-1024G6.8	null	null	0.12800929	
ORC4	ORC4	null	null	0.12797107	
FAM98A	FAM98A	FAM98A	family with sequence similarity 98, member A	0.12793708	
RP11-340I6.6	RP11-340I6.6	null	null	0.12769319	
LRP4	LRP4	LRP4	low density lipoprotein receptor-related protein 4	0.12750857	
PTGES3L	PTGES3L	null	null	0.12743066	
PLXNB3	PLXNB3	PLXNB3	plexin B3	0.12742907	
CCDC8	CCDC8	CCDC8	coiled-coil domain containing 8	0.12742689	
LIG3	LIG3	LIG3	ligase III, DNA, ATP-dependent	0.12735985	
ZNF526	ZNF526	ZNF526	zinc finger protein 526	0.12719585	
ATPIF1	ATPIF1	ATPIF1	ATPase inhibitory factor 1	0.12701145	
DBI	DBI	DBI	diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	0.12694763	
HELZ2	HELZ2	null	null	0.12689684	
CD2	CD2	CD2	CD2 molecule	0.12689535	
FTL	FTL	FTL	ferritin, light polypeptide	0.1267864	
MAP3K6	MAP3K6	MAP3K6	mitogen-activated protein kinase kinase kinase 6	0.12675805	
CLSTN1	CLSTN1	CLSTN1	calsyntenin 1	0.1266748	
SOWAHC	SOWAHC	null	null	0.12665945	
RAB18	RAB18	RAB18	RAB18, member RAS oncogene family	0.12663639	
EME1	EME1	EME1	essential meiotic endonuclease 1 homolog 1 (S. pombe)	0.12659317	
CTD-3138B18.5	CTD-3138B18.5	null	null	0.12642786	
KAT5	KAT5	null	null	0.12639515	
ARID3A	ARID3A	ARID3A	AT rich interactive domain 3A (BRIGHT- like)	0.12629001	
PJA2	PJA2	PJA2	praja 2, RING-H2 motif containing	0.12626012	
ACSL1	ACSL1	ACSL1	acyl-CoA synthetase long-chain family member 1	0.12622814	
TBX6	TBX6	TBX6	T-box 6	0.12615259	
RP11-509E16.1	RP11-509E16.1	null	null	0.12613645	
HMGB2	HMGB2	HMGB2	high-mobility group box 2	0.12612495	
NT5C3A	NT5C3A	null	null	0.12610698	
NUCB2	NUCB2	NUCB2	nucleobindin 2	0.12601465	
UPF3B	UPF3B	UPF3B	UPF3 regulator of nonsense transcripts homolog B (yeast)	0.12596446	
RP11-252A24.2	RP11-252A24.2	null	null	0.12593001	
MIEN1	MIEN1	null	null	0.12592891	
SCAMP4	SCAMP4	SCAMP4	secretory carrier membrane protein 4	0.12586123	
TSPY26P	TSPY26P	null	null	0.12580442	
BTBD3	BTBD3	BTBD3	BTB (POZ) domain containing 3	0.12568958	
RMND5B	RMND5B	RMND5B	required for meiotic nuclear division 5 homolog B (S. cerevisiae)	0.12565751	
C16orf95	C16orf95	null	null	0.12565199	
CD55	CD55	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	0.12561128	
TRIM14	TRIM14	TRIM14	tripartite motif-containing 14	0.12556636	
YWHAG	YWHAG	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide	0.12551622	
UCK1	UCK1	UCK1	uridine-cytidine kinase 1	0.1253369	
PTGR2	PTGR2	null	null	0.12531506	
RRAS	RRAS	RRAS	related RAS viral (r-ras) oncogene homolog	0.12529711	
DCP2	DCP2	DCP2	DCP2 decapping enzyme homolog (S. cerevisiae)	0.12529013	
CDK12	CDK12	null	null	0.12526378	
CBX8	CBX8	CBX8	chromobox homolog 8 (Pc class homolog, Drosophila)	0.12521683	
ABCC5	ABCC5	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	0.12510797	
KHK	KHK	KHK	ketohexokinase (fructokinase)	0.12505862	
ASAP1	ASAP1	null	null	0.12497944	
PCDHGA11	PCDHGA11	PCDHGA11	protocadherin gamma subfamily A, 11	0.12477648	
FAM76A	FAM76A	FAM76A	family with sequence similarity 76, member A	0.12468059	
CMTR1	CMTR1	null	null	0.12466052	
NCBP1	NCBP1	NCBP1	nuclear cap binding protein subunit 1, 80kDa	0.12459039	
ATP2B4	ATP2B4	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	0.12456469	
LYSMD3	LYSMD3	LYSMD3	LysM, putative peptidoglycan-binding, domain containing 3	0.12453418	
PRSS53	PRSS53	null	null	0.124476515	
PCDHB6	PCDHB6	PCDHB6	protocadherin beta 6	0.1243541	
AJ271736.10	AJ271736.10	null	null	0.12435218	
ZNF45	ZNF45	ZNF45	zinc finger protein 45	0.12434028	
PIGP	PIGP	PIGP	phosphatidylinositol glycan anchor biosynthesis, class P	0.124308035	
RP11-204M4.2	RP11-204M4.2	null	null	0.12422337	
KCNJ2	KCNJ2	KCNJ2	potassium inwardly-rectifying channel, subfamily J, member 2	0.12418209	
CAPRIN1	CAPRIN1	null	null	0.12404993	
STX3	STX3	STX3	syntaxin 3	0.12389067	
SHCBP1	SHCBP1	SHCBP1	SHC SH2-domain binding protein 1	0.12384133	
ZNF345	ZNF345	ZNF345	zinc finger protein 345	0.123827636	
HSPA6	HSPA6	HSPA6	heat shock 70kDa protein 6 (HSP70B')	0.12381809	
JOSD2	JOSD2	JOSD2	Josephin domain containing 2	0.123709306	
DERL2	DERL2	DERL2	Der1-like domain family, member 2	0.12370629	
FAM211A	FAM211A	null	null	0.1236842	
CKS2	CKS2	CKS2	CDC28 protein kinase regulatory subunit 2	0.12360654	
ALDH6A1	ALDH6A1	ALDH6A1	aldehyde dehydrogenase 6 family, member A1	0.12356126	
XXYLT1	XXYLT1	null	null	0.12321544	
DTWD2	DTWD2	DTWD2	DTW domain containing 2	0.12312861	
VPS4B	VPS4B	VPS4B	vacuolar protein sorting 4 homolog B (S. cerevisiae)	0.123037934	
SOX4	SOX4	SOX4	SRY (sex determining region Y)-box 4	0.12303428	
ZNF24	ZNF24	ZNF24	zinc finger protein 24	0.122989856	
AC104135.3	AC104135.3	null	null	0.12293171	
FAM83G	FAM83G	FAM83G	family with sequence similarity 83, member G	0.12284369	
CMTM7	CMTM7	CMTM7	CKLF-like MARVEL transmembrane domain containing 7	0.122742034	
ISG15	ISG15	ISG15	ISG15 ubiquitin-like modifier	0.12269591	
NLE1	NLE1	NLE1	notchless homolog 1 (Drosophila)	0.12268214	
ARL14EP	ARL14EP	null	null	0.12262025	
MYNN	MYNN	MYNN	myoneurin	0.12257182	
DCTN5	DCTN5	DCTN5	dynactin 5 (p25)	0.12250261	
RPGRIP1L	RPGRIP1L	null	null	0.12235904	
CDC23	CDC23	CDC23	CDC23 (cell division cycle 23, yeast, homolog)	0.122342914	
BCL2L12	BCL2L12	BCL2L12	BCL2-like 12 (proline rich)	0.12226554	
SIAE	SIAE	SIAE	sialic acid acetylesterase	0.122207105	
MTX2	MTX2	MTX2	metaxin 2	0.1221933	
FSTL1	FSTL1	FSTL1	follistatin-like 1	0.12212578	
MAK16	MAK16	null	null	0.12210334	
LITAF	LITAF	LITAF	lipopolysaccharide-induced TNF factor	0.12206851	
SAMD9L	SAMD9L	SAMD9L	sterile alpha motif domain containing 9-like	0.12205516	
ALDH1A1	ALDH1A1	ALDH1A1	aldehyde dehydrogenase 1 family, member A1	0.12205212	
RP5-961K14.1	RP5-961K14.1	null	null	0.1220052	
BAG6	BAG6	null	null	0.121994875	
PIAS4	PIAS4	PIAS4	protein inhibitor of activated STAT, 4	0.12197826	
JAM3	JAM3	JAM3	junctional adhesion molecule 3	0.12193514	
HEATR6	HEATR6	null	null	0.12192912	
VMP1	VMP1	null	null	0.12189718	
RP11-77K12.5	RP11-77K12.5	null	null	0.12187606	
CCT8P1	CCT8P1	null	null	0.12179596	
CST3	CST3	CST3	cystatin C (amyloid angiopathy and cerebral hemorrhage)	0.12176152	
C5orf66	C5orf66	null	null	0.121614695	
RPLP0	RPLP0	RPLP0	ribosomal protein, large, P0	0.12158533	
XPO7	XPO7	XPO7	exportin 7	0.12157315	
HJURP	HJURP	null	null	0.121531256	
JAK2	JAK2	JAK2	Janus kinase 2 (a protein tyrosine kinase)	0.12150593	
TCF7L2	TCF7L2	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	0.1213836	
VMA21	VMA21	null	null	0.12137445	
PMS2P4	PMS2P4	null	null	0.12132411	
DR1	DR1	DR1	down-regulator of transcription 1, TBP-binding (negative cofactor 2)	0.12127265	
PANK4	PANK4	PANK4	pantothenate kinase 4	0.12106288	
HSDL1	HSDL1	HSDL1	hydroxysteroid dehydrogenase like 1	0.12103654	
FAM109B	FAM109B	FAM109B	family with sequence similarity 109, member B	0.12099125	
SRSF10	SRSF10	null	null	0.12098631	
MGAT4B	MGAT4B	MGAT4B	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B	0.12097121	
ZNF621	ZNF621	ZNF621	zinc finger protein 621	0.12090813	
ZNF442	ZNF442	ZNF442	zinc finger protein 442	0.12084874	
KLF4	KLF4	KLF4	Kruppel-like factor 4 (gut)	0.12082154	
EIF2S3	EIF2S3	EIF2S3	eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa	0.12080276	
SGOL2	SGOL2	SGOL2	shugoshin-like 2 (S. pombe)	0.12077064	
SCRN3	SCRN3	SCRN3	secernin 3	0.120731905	
PPP1R26	PPP1R26	null	null	0.12069255	
CABLES1	CABLES1	CABLES1	Cdk5 and Abl enzyme substrate 1	0.12057749	
B4GALT7	B4GALT7	B4GALT7	xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I)	0.12052197	
ABCB10	ABCB10	ABCB10	ATP-binding cassette, sub-family B (MDR/TAP), member 10	0.12040519	
PA2G4	PA2G4	PA2G4	proliferation-associated 2G4, 38kDa	0.120206505	
RP11-268J15.5	RP11-268J15.5	null	null	0.12017586	
RP11-71H17.9	RP11-71H17.9	null	null	0.11999365	
TMEM167B	TMEM167B	null	null	0.11994564	
SETD7	SETD7	SETD7	SET domain containing (lysine methyltransferase) 7	0.11992232	
PTP4A2	PTP4A2	PTP4A2	protein tyrosine phosphatase type IVA, member 2	0.11991922	
SMUG1	SMUG1	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	0.11987029	
DNAJB9	DNAJB9	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	0.1198508	
TANC1	TANC1	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	0.11980821	
AC009133.14	AC009133.14	null	null	0.11955003	
SLC18B1	SLC18B1	null	null	0.119424336	
MTND4P12	MTND4P12	null	null	0.11937929	
JARID2	JARID2	JARID2	jumonji, AT rich interactive domain 2	0.11934848	
PDZD7	PDZD7	PDZD7	PDZ domain containing 7	0.11931583	
ZNF354A	ZNF354A	ZNF354A	zinc finger protein 354A	0.11920737	
WTIP	WTIP	WTIP	Wilms tumor 1 interacting protein	0.11908341	
HCFC2	HCFC2	HCFC2	host cell factor C2	0.119047046	
RP11-651P23.4	RP11-651P23.4	null	null	0.11901833	
UBE2S	UBE2S	UBE2S	ubiquitin-conjugating enzyme E2S	0.11893967	
ACVR1	ACVR1	ACVR1	activin A receptor, type I	0.11884808	
GPR155	GPR155	GPR155	G protein-coupled receptor 155	0.118800946	
CAPG	CAPG	CAPG	capping protein (actin filament), gelsolin-like	0.11879025	
C19orf70	C19orf70	null	null	0.11874897	
LEMD2	LEMD2	LEMD2	LEM domain containing 2	0.1186816	
C11orf48	C11orf48	C11ORF48	chromosome 11 open reading frame 48	0.11865829	
LINC00665	LINC00665	null	null	0.118643075	
GNGT2	GNGT2	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	0.11863676	
RP11-62J1.3	RP11-62J1.3	null	null	0.11857832	
EIF2B1	EIF2B1	EIF2B1	eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	0.118549585	
FLYWCH2	FLYWCH2	null	null	0.118527204	
DBP	DBP	DBP	D site of albumin promoter (albumin D-box) binding protein	0.11847384	
FDXACB1	FDXACB1	null	null	0.1184495	
HIPK3	HIPK3	HIPK3	homeodomain interacting protein kinase 3	0.11841893	
TMEM116	TMEM116	TMEM116	transmembrane protein 116	0.11835231	
C1GALT1C1	C1GALT1C1	C1GALT1C1	C1GALT1-specific chaperone 1	0.11833495	
ITGAX	ITGAX	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)	0.11829884	
PWWP2A	PWWP2A	null	null	0.118269086	
SKIV2L	SKIV2L	SKIV2L	superkiller viralicidic activity 2-like (S. cerevisiae)	0.11823455	
TNFAIP2	TNFAIP2	TNFAIP2	tumor necrosis factor, alpha-induced protein 2	0.11821481	
MTRNR2L2	MTRNR2L2	null	null	0.11819938	
TAGLN2P1	TAGLN2P1	TAGLN2P1	transgelin 2 pseudogene 1	0.11819784	
RPN1	RPN1	RPN1	ribophorin I	0.11814196	
EVI5L	EVI5L	EVI5L	ecotropic viral integration site 5-like	0.118021764	
AP5Z1	AP5Z1	null	null	0.11792257	
RP11-73K9.2	RP11-73K9.2	null	null	0.11789243	
RXRB	RXRB	RXRB	retinoid X receptor, beta	0.11773893	
MAP3K2	MAP3K2	MAP3K2	mitogen-activated protein kinase kinase kinase 2	0.11771794	
TRIM27	TRIM27	TRIM27	tripartite motif-containing 27	0.11755245	
CHD7	CHD7	CHD7	chromodomain helicase DNA binding protein 7	0.11754964	
HN1L	HN1L	null	null	0.11754758	
SLC25A29	SLC25A29	SLC25A29	solute carrier family 25, member 29	0.11749092	
FBXO8	FBXO8	FBXO8	F-box protein 8	0.11741513	
SLC30A7	SLC30A7	SLC30A7	solute carrier family 30 (zinc transporter), member 7	0.11734629	
GNAI1	GNAI1	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	0.11733069	
KDM3B	KDM3B	null	null	0.11731082	
RP11-350N15.5	RP11-350N15.5	null	null	0.11730569	
VPS33A	VPS33A	VPS33A	vacuolar protein sorting 33 homolog A (S. cerevisiae)	0.117293	
MST1	MST1	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	0.11729168	
USP32P1	USP32P1	null	null	0.117180556	
FBXO28	FBXO28	FBXO28	F-box protein 28	0.117127106	
SNHG9	SNHG9	SNHG9	small nucleolar RNA host gene (non-protein coding) 9	0.11712686	
LRRC47	LRRC47	LRRC47	leucine rich repeat containing 47	0.11710905	
UBLCP1	UBLCP1	UBLCP1	ubiquitin-like domain containing CTD phosphatase 1	0.11710138	
TUBBP1	TUBBP1	TUBBP1	tubulin, beta pseudogene 1	0.11707116	
UBE2H	UBE2H	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	0.1170362	
RP4-555D20.2	RP4-555D20.2	null	null	0.1168339	
GOLGA3	GOLGA3	GOLGA3	golgi autoantigen, golgin subfamily a, 3	0.1167973	
RP11-91G21.1	RP11-91G21.1	null	null	0.11677867	
BAZ2A	BAZ2A	BAZ2A	bromodomain adjacent to zinc finger domain, 2A	0.11676895	
BCL7C	BCL7C	BCL7C	B-cell CLL/lymphoma 7C	0.11676108	
TES	TES	TES	testis derived transcript (3 LIM domains)	0.116719104	
ZNF670	ZNF670	ZNF670	zinc finger protein 670	0.11670939	
ERLIN2	ERLIN2	null	null	0.11666031	
TMEM254	TMEM254	null	null	0.11665277	
NFATC2	NFATC2	NFATC2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2	0.11654797	
NEURL2	NEURL2	NEURL2	neuralized homolog 2 (Drosophila)	0.11651397	
FAM114A2	FAM114A2	null	null	0.11644439	
PHOSPHO2	PHOSPHO2	PHOSPHO2	phosphatase, orphan 2	0.11643537	
SRP9	SRP9	SRP9	signal recognition particle 9kDa	0.116348736	
MDC1	MDC1	MDC1	mediator of DNA damage checkpoint 1	0.1162686	
ACOT9	ACOT9	ACOT9	acyl-CoA thioesterase 9	0.116225876	
MANF	MANF	null	null	0.1161633	
RP11-1143G9.4	RP11-1143G9.4	null	null	0.1159982	
H1F0	H1F0	H1F0	H1 histone family, member 0	0.11588024	
EARS2	EARS2	EARS2	glutamyl-tRNA synthetase 2 (mitochondrial)(putative)	0.11585288	
TPRKB	TPRKB	TPRKB	TP53RK binding protein	0.11571063	
ABHD17AP3	ABHD17AP3	null	null	0.11566315	
CCDC121	CCDC121	CCDC121	coiled-coil domain containing 121	0.115602896	
PPP4R2	PPP4R2	PPP4R2	protein phosphatase 4, regulatory subunit 2	0.115571134	
RP11-313P13.3	RP11-313P13.3	null	null	0.11542276	
RP11-137H2.6	RP11-137H2.6	null	null	0.11542035	
KCTD11	KCTD11	KCTD11	potassium channel tetramerisation domain containing 11	0.11540761	
CHKB-AS1	CHKB-AS1	null	null	0.11535941	
ANKRD13A	ANKRD13A	ANKRD13A	ankyrin repeat domain 13A	0.115358554	
DLAT	DLAT	DLAT	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)	0.11531497	
MFSD6	MFSD6	null	null	0.11521419	
DSTYK	DSTYK	null	null	0.11517027	
MAPK9	MAPK9	MAPK9	mitogen-activated protein kinase 9	0.11506578	
CLPB	CLPB	CLPB	ClpB caseinolytic peptidase B homolog (E. coli)	0.1150567	
SERPINB6	SERPINB6	SERPINB6	serpin peptidase inhibitor, clade B (ovalbumin), member 6	0.114977755	
MED10	MED10	MED10	mediator of RNA polymerase II transcription, subunit 10 homolog (NUT2, S. cerevisiae)	0.11496918	
MACROD2	MACROD2	null	null	0.11490439	
NEK2	NEK2	NEK2	NIMA (never in mitosis gene a)-related kinase 2	0.11489857	
USP18	USP18	USP18	ubiquitin specific peptidase 18	0.1148884	
GABPA	GABPA	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	0.11483676	
MAP4K3	MAP4K3	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	0.114823036	
SNRNP35	SNRNP35	null	null	0.11479131	
NSF	NSF	NSF	N-ethylmaleimide-sensitive factor	0.11478402	
HECTD3	HECTD3	HECTD3	HECT domain containing 3	0.114749424	
MAP2K2	MAP2K2	MAP2K2	mitogen-activated protein kinase kinase 2	0.11471704	
GSTM2	GSTM2	GSTM2	glutathione S-transferase M2 (muscle)	0.11467985	
RP11-631M6.2	RP11-631M6.2	null	null	0.11455729	
KEAP1	KEAP1	KEAP1	kelch-like ECH-associated protein 1	0.11442325	
STRADB	STRADB	null	null	0.11437295	
NF1	NF1	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	0.1143426	
ANKRD12	ANKRD12	ANKRD12	ankyrin repeat domain 12	0.11429966	
NDUFA1	NDUFA1	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	0.11429414	
HSPH1	HSPH1	HSPH1	heat shock 105kDa/110kDa protein 1	0.11426905	
DICER1	DICER1	DICER1	Dicer1, Dcr-1 homolog (Drosophila)	0.11421226	
EXO1	EXO1	EXO1	exonuclease 1	0.11407821	
SRPRB	SRPRB	SRPRB	signal recognition particle receptor, B subunit	0.11399656	
ALG1	ALG1	ALG1	asparagine-linked glycosylation 1 homolog (S. cerevisiae, beta-1,4-mannosyltransferase)	0.11388094	
EXTL3	EXTL3	EXTL3	exostoses (multiple)-like 3	0.11378578	
AARS2	AARS2	null	null	0.113717414	
ZNF529	ZNF529	ZNF529	zinc finger protein 529	0.11370879	
CTNNBIP1	CTNNBIP1	CTNNBIP1	catenin, beta interacting protein 1	0.113541566	
BMP1	BMP1	BMP1	bone morphogenetic protein 1	0.11349864	
RP11-798M19.6	RP11-798M19.6	null	null	0.11346524	
CENPA	CENPA	CENPA	centromere protein A	0.1134425	
APOC1	APOC1	APOC1	apolipoprotein C-I	0.11338747	
GMCL1	GMCL1	GMCL1	germ cell-less homolog 1 (Drosophila)	0.11335737	
PTS	PTS	PTS	6-pyruvoyltetrahydropterin synthase	0.113312244	
MTRNR2L12	MTRNR2L12	null	null	0.11324157	
IGFLR1	IGFLR1	null	null	0.113223	
SERP1	SERP1	SERP1	-	0.113164626	
EHD3	EHD3	EHD3	EH-domain containing 3	0.113129	
PLXNC1	PLXNC1	PLXNC1	plexin C1	0.11306265	
FGFBP3	FGFBP3	null	null	0.113029525	
C14orf142	C14orf142	C14ORF142	chromosome 14 open reading frame 142	0.11302088	
KPTN	KPTN	KPTN	kaptin (actin binding protein)	0.112955086	
CSNK1A1	CSNK1A1	CSNK1A1	casein kinase 1, alpha 1	0.11289118	
WDYHV1	WDYHV1	null	null	0.11278386	
HYPK	HYPK	HYPK	-	0.1126222	
ZNF485	ZNF485	ZNF485	zinc finger protein 485	0.11253244	
LAYN	LAYN	LAYN	layilin	0.11248807	
CDK7	CDK7	CDK7	cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	0.11243621	
TNFRSF1B	TNFRSF1B	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	0.1123746	
FTLP3	FTLP3	null	null	0.1123637	
RNF157	RNF157	RNF157	ring finger protein 157	0.11225328	
ZSCAN25	ZSCAN25	null	null	0.11216648	
FPGT	FPGT	FPGT	fucose-1-phosphate guanylyltransferase	0.1121374	
BUB1	BUB1	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	0.112045154	
SLC35E3	SLC35E3	SLC35E3	solute carrier family 35, member E3	0.11203693	
SPATA13	SPATA13	SPATA13	spermatogenesis associated 13	0.11203461	
PPM1L	PPM1L	PPM1L	protein phosphatase 1 (formerly 2C)-like	0.11188911	
ZNF625-ZNF20	ZNF625-ZNF20	null	null	0.11185678	
GK3P	GK3P	GK3P	glycerol kinase 3 pseudogene	0.11184977	
PRIM2	PRIM2	null	null	0.11172799	
