NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
PCBD2	PCBD2	PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	0.09231688	
SPEN	SPEN	SPEN	spen homolog, transcriptional regulator (Drosophila)	0.0922718	
TMCC1	TMCC1	TMCC1	transmembrane and coiled-coil domain family 1	0.0920997	
INTS12	INTS12	INTS12	integrator complex subunit 12	0.092072226	
SEMA4B	SEMA4B	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	0.092017576	
TBRG1	TBRG1	TBRG1	transforming growth factor beta regulator 1	0.09197933	
ARHGEF7	ARHGEF7	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	0.091892384	
MS4A6A	MS4A6A	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	0.09177493	
ATP11A	ATP11A	ATP11A	ATPase, Class VI, type 11A	0.09176402	
TRPM4	TRPM4	TRPM4	transient receptor potential cation channel, subfamily M, member 4	0.09175783	
BTN3A3	BTN3A3	BTN3A3	butyrophilin, subfamily 3, member A3	0.09153939	
SRP14-AS1	SRP14-AS1	null	null	0.0915277	
CCNG1	CCNG1	CCNG1	cyclin G1	0.09148237	
RPS25	RPS25	RPS25	ribosomal protein S25	0.091389805	
GRAMD3	GRAMD3	GRAMD3	GRAM domain containing 3	0.09134466	
TMEM98	TMEM98	TMEM98	transmembrane protein 98	0.09134265	
PPP3CB	PPP3CB	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform (calcineurin A beta)	0.09133371	
WDR13	WDR13	WDR13	WD repeat domain 13	0.09129045	
ABHD17A	ABHD17A	null	null	0.091261335	
RP11-73K9.2	RP11-73K9.2	null	null	0.091236115	
RP3-467N11.1	RP3-467N11.1	null	null	0.09091495	
FAM21D	FAM21D	FAM21D	family with sequence similarity 21, member D	0.09084545	
ASB1	ASB1	ASB1	ankyrin repeat and SOCS box-containing 1	0.09080171	
RPL13AP5	RPL13AP5	RPL13AP5	ribosomal protein L13a pseudogene 5	0.090783395	
PAK1	PAK1	PAK1	p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)	0.09075143	
ENO3	ENO3	ENO3	enolase 3 (beta, muscle)	0.09067549	
RASSF1	RASSF1	RASSF1	Ras association (RalGDS/AF-6) domain family 1	0.09048875	
EPM2AIP1	EPM2AIP1	EPM2AIP1	EPM2A (laforin) interacting protein 1	0.09040415	
CCDC121	CCDC121	CCDC121	coiled-coil domain containing 121	0.09033054	
PAF1	PAF1	PAF1	Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)	0.09020259	
MAN1B1	MAN1B1	MAN1B1	mannosidase, alpha, class 1B, member 1	0.09014396	
CORO2B	CORO2B	CORO2B	coronin, actin binding protein, 2B	0.0901109	
RAB2A	RAB2A	null	null	0.0901075	
PLEKHM2	PLEKHM2	PLEKHM2	pleckstrin homology domain containing, family M (with RUN domain) member 2	0.09001508	
CXorf24	CXorf24	CXORF24	chromosome X open reading frame 24	0.08998255	
ZNF701	ZNF701	ZNF701	zinc finger protein 701	0.089960255	
RAPGEF5	RAPGEF5	RAPGEF5	Rap guanine nucleotide exchange factor (GEF) 5	0.0899494	
ABHD17AP5	ABHD17AP5	null	null	0.089916535	
FBXO42	FBXO42	FBXO42	F-box protein 42	0.08981577	
ADI1	ADI1	ADI1	acireductone dioxygenase 1	0.089589864	
MSRA	MSRA	MSRA	methionine sulfoxide reductase A	0.089353465	
SRSF7	SRSF7	null	null	0.089331836	
SLC2A1	SLC2A1	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	0.08931704	
BTAF1	BTAF1	BTAF1	BTAF1 RNA polymerase II, B-TFIID transcription factor-associated, 170kDa (Mot1 homolog, S. cerevisiae)	0.089295596	
APOL6	APOL6	APOL6	apolipoprotein L, 6	0.0892594	
RP11-71H17.9	RP11-71H17.9	null	null	0.08923611	
AC004893.11	AC004893.11	null	null	0.08909539	
ABCC5	ABCC5	ABCC5	ATP-binding cassette, sub-family C (CFTR/MRP), member 5	0.08907545	
C7orf26	C7orf26	C7ORF26	chromosome 7 open reading frame 26	0.08893446	
IFITM2	IFITM2	IFITM2	interferon induced transmembrane protein 2 (1-8D)	0.08885578	
STAMBPL1	STAMBPL1	STAMBPL1	STAM binding protein-like 1	0.088707745	
TMEM87A	TMEM87A	TMEM87A	transmembrane protein 87A	0.088600785	
STRADB	STRADB	null	null	0.08856157	
OMA1	OMA1	OMA1	OMA1 homolog, zinc metallopeptidase (S. cerevisiae)	0.08855349	
HELB	HELB	HELB	helicase (DNA) B	0.0884948	
C3orf80	C3orf80	null	null	0.088378906	
RNF6	RNF6	RNF6	ring finger protein (C3H2C3 type) 6	0.088282056	
RP11-106M3.1	RP11-106M3.1	null	null	0.0881949	
RPL13P5	RPL13P5	null	null	0.08813987	
LNX2	LNX2	LNX2	ligand of numb-protein X 2	0.0880959	
NAGPA	NAGPA	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	0.08808944	
ADAM19	ADAM19	ADAM19	ADAM metallopeptidase domain 19 (meltrin beta)	0.08805103	
ARHGEF6	ARHGEF6	ARHGEF6	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6	0.08801046	
ZNF512B	ZNF512B	null	null	0.087725855	
TADA2B	TADA2B	null	null	0.08770119	
CCDC88A	CCDC88A	null	null	0.0876784	
CDK11B	CDK11B	null	null	0.08759967	
CENPE	CENPE	CENPE	centromere protein E, 312kDa	0.08758275	
ASB16-AS1	ASB16-AS1	null	null	0.08754687	
IFT172	IFT172	IFT172	intraflagellar transport 172 homolog (Chlamydomonas)	0.087383814	
MUM1	MUM1	MUM1	melanoma associated antigen (mutated) 1	0.08731967	
SLCO2B1	SLCO2B1	SLCO2B1	solute carrier organic anion transporter family, member 2B1	0.08725944	
NUP88	NUP88	NUP88	nucleoporin 88kDa	0.087240376	
HOXD9	HOXD9	HOXD9	homeobox D9	0.08723602	
AC009506.1	AC009506.1	null	null	0.08721999	
SH3GL1P3	SH3GL1P3	null	null	0.08721157	
H1FX	H1FX	H1FX	H1 histone family, member X	0.08719631	
PCBP1	PCBP1	PCBP1	poly(rC) binding protein 1	0.087174736	
NSMCE1	NSMCE1	NSMCE1	non-SMC element 1 homolog (S. cerevisiae)	0.08711491	
PIGG	PIGG	PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	0.08706366	
RBM12B	RBM12B	RBM12B	RNA binding motif protein 12B	0.086990125	
DHX38	DHX38	DHX38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	0.086819604	
TMEM11	TMEM11	TMEM11	transmembrane protein 11	0.08662042	
AC005822.1	AC005822.1	null	null	0.08661827	
SH3TC1	SH3TC1	SH3TC1	SH3 domain and tetratricopeptide repeats 1	0.08660363	
YIF1B	YIF1B	YIF1B	Yip1 interacting factor homolog B (S. cerevisiae)	0.08654743	
WDR59	WDR59	WDR59	WD repeat domain 59	0.0864496	
CDC42P6	CDC42P6	null	null	0.086419135	
TREM2	TREM2	TREM2	triggering receptor expressed on myeloid cells 2	0.08629145	
DBNL	DBNL	DBNL	drebrin-like	0.08620953	
SDF2L1	SDF2L1	SDF2L1	stromal cell-derived factor 2-like 1	0.08619456	
CBX7	CBX7	CBX7	chromobox homolog 7	0.08604696	
CCDC122	CCDC122	CCDC122	coiled-coil domain containing 122	0.08598586	
RPP25L	RPP25L	null	null	0.08565529	
LY6G5B	LY6G5B	LY6G5B	lymphocyte antigen 6 complex, locus G5B	0.085625865	
RASIP1	RASIP1	RASIP1	Ras interacting protein 1	0.08554242	
NEIL3	NEIL3	NEIL3	nei endonuclease VIII-like 3 (E. coli)	0.08552494	
POLR3K	POLR3K	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	0.08527932	
TAPT1-AS1	TAPT1-AS1	null	null	0.08523085	
KIAA0355	KIAA0355	KIAA0355	KIAA0355	0.085111685	
PPP2R3C	PPP2R3C	null	null	0.08507828	
GTF2B	GTF2B	GTF2B	general transcription factor IIB	0.08505406	
RHOC	RHOC	RHOC	ras homolog gene family, member C	0.084926784	
ANXA9	ANXA9	ANXA9	annexin A9	0.08491762	
LBR	LBR	LBR	lamin B receptor	0.084864214	
COQ2	COQ2	COQ2	coenzyme Q2 homolog, prenyltransferase (yeast)	0.0847905	
AC107983.4	AC107983.4	null	null	0.08449366	
PLSCR1	PLSCR1	PLSCR1	phospholipid scramblase 1	0.08444479	
RTP4	RTP4	RTP4	receptor transporter protein 4	0.08432647	
NUDT9	NUDT9	NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	0.08420649	
MYBL1	MYBL1	MYBL1	v-myb myeloblastosis viral oncogene homolog (avian)-like 1	0.084157474	
RPL13A	RPL13A	RPL13A	ribosomal protein L13a	0.08408325	
PARP14	PARP14	PARP14	poly (ADP-ribose) polymerase family, member 14	0.08395513	
ZNF564	ZNF564	ZNF564	zinc finger protein 564	0.083898425	
RP11-2H8.2	RP11-2H8.2	null	null	0.083716735	
RNF31	RNF31	RNF31	ring finger protein 31	0.08369194	
CERK	CERK	CERK	ceramide kinase	0.083685555	
ACYP2	ACYP2	ACYP2	acylphosphatase 2, muscle type	0.083676174	
VPS9D1-AS1	VPS9D1-AS1	null	null	0.08362921	
LMBR1L	LMBR1L	LMBR1L	limb region 1 homolog (mouse)-like	0.08362386	
C17orf62	C17orf62	C17ORF62	chromosome 17 open reading frame 62	0.08354454	
RHOQ	RHOQ	RHOQ	ras homolog gene family, member Q	0.083523616	
TMEM87B	TMEM87B	TMEM87B	transmembrane protein 87B	0.083523035	
LRRC37A2	LRRC37A2	null	null	0.08349633	
SDR39U1	SDR39U1	null	null	0.08345265	
CXCL16	CXCL16	CXCL16	chemokine (C-X-C motif) ligand 16	0.08343473	
OSCAR	OSCAR	OSCAR	-	0.08336279	
NXN	NXN	NXN	nucleoredoxin	0.08326911	
C1R	C1R	C1R	complement component 1, r subcomponent	0.08312194	
COL4A1	COL4A1	COL4A1	collagen, type IV, alpha 1	0.08310937	
INPP5B	INPP5B	INPP5B	inositol polyphosphate-5-phosphatase, 75kDa	0.08309922	
HMOX1	HMOX1	HMOX1	heme oxygenase (decycling) 1	0.082977496	
RPL18A	RPL18A	RPL18A	ribosomal protein L18a	0.0829171	
MKKS	MKKS	MKKS	McKusick-Kaufman syndrome	0.08282663	
LYPLA1	LYPLA1	LYPLA1	lysophospholipase I	0.08277281	
ABHD17B	ABHD17B	null	null	0.08272012	
CTD-3074O7.12	CTD-3074O7.12	null	null	0.082707234	
HS6ST1P1	HS6ST1P1	null	null	0.08270085	
THNSL2	THNSL2	null	null	0.08263008	
NOP58	NOP58	null	null	0.08259515	
PI4KAP1	PI4KAP1	null	null	0.08256093	
NRL	NRL	NRL	neural retina leucine zipper	0.08237946	
NPIPA5	NPIPA5	null	null	0.08237448	
RP11-587D21.1	RP11-587D21.1	null	null	0.08232063	
ZNF761	ZNF761	ZNF761	zinc finger protein 761	0.08225044	
PPIL2	PPIL2	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	0.08220458	
APOL3	APOL3	APOL3	apolipoprotein L, 3	0.082161784	
AC093838.4	AC093838.4	null	null	0.08203566	
ZMIZ2	ZMIZ2	null	null	0.08202212	
U47924.31	U47924.31	null	null	0.08196745	
RELL2	RELL2	null	null	0.08194082	
TMX1	TMX1	null	null	0.08175464	
ANO1	ANO1	null	null	0.081684835	
RP11-121C2.2	RP11-121C2.2	null	null	0.081680655	
LRFN1	LRFN1	LRFN1	leucine rich repeat and fibronectin type III domain containing 1	0.08166324	
GPR124	GPR124	GPR124	G protein-coupled receptor 124	0.08159796	
THAP6	THAP6	THAP6	THAP domain containing 6	0.08159629	
RP5-968P14.2	RP5-968P14.2	null	null	0.081544146	
NR4A1	NR4A1	NR4A1	nuclear receptor subfamily 4, group A, member 1	0.08151318	
RWDD4P1	RWDD4P1	null	null	0.081488915	
XRCC4	XRCC4	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	0.081484936	
DEXI	DEXI	DEXI	-	0.08130775	
B3GALT4	B3GALT4	B3GALT4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	0.08125405	
ST3GAL2	ST3GAL2	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	0.08124503	
MAP2K6	MAP2K6	MAP2K6	mitogen-activated protein kinase kinase 6	0.08122596	
AMN1	AMN1	null	null	0.0812071	
UGCG	UGCG	UGCG	UDP-glucose ceramide glucosyltransferase	0.08117577	
KLHDC4	KLHDC4	KLHDC4	kelch domain containing 4	0.08114745	
TMEM116	TMEM116	TMEM116	transmembrane protein 116	0.081113905	
RP11-360L9.8	RP11-360L9.8	null	null	0.081086725	
PLXND1	PLXND1	PLXND1	plexin D1	0.08107156	
ZNF91	ZNF91	ZNF91	zinc finger protein 91	0.081027664	
NUDT16L1	NUDT16L1	NUDT16L1	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	0.08094532	
ARL6IP4	ARL6IP4	ARL6IP4	ADP-ribosylation-like factor 6 interacting protein 4	0.080879085	
ZSCAN5A	ZSCAN5A	null	null	0.08082095	
TMEM216	TMEM216	null	null	0.08077474	
USF2	USF2	USF2	upstream transcription factor 2, c-fos interacting	0.080755845	
RP11-108P20.1	RP11-108P20.1	null	null	0.08070623	
PTENP1	PTENP1	PTENP1	phosphatase and tensin homolog (mutated in multiple advanced cancers 1), pseudogene 1	0.0806303	
H2AFJ	H2AFJ	H2AFJ	H2A histone family, member J	0.08062328	
HS6ST1	HS6ST1	HS6ST1	heparan sulfate 6-O-sulfotransferase 1	0.08057092	
RPL13AP25	RPL13AP25	null	null	0.080439724	
RP11-428J1.4	RP11-428J1.4	null	null	0.08033061	
PPFIA1	PPFIA1	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	0.080308594	
RPS2P48	RPS2P48	null	null	0.08021233	
LY6E	LY6E	LY6E	lymphocyte antigen 6 complex, locus E	0.08018968	
BCR	BCR	BCR	breakpoint cluster region	0.08009362	
TRAK1	TRAK1	TRAK1	trafficking protein, kinesin binding 1	0.08008826	
TBP	TBP	TBP	TATA box binding protein	0.080034904	
ACAD10	ACAD10	ACAD10	acyl-Coenzyme A dehydrogenase family, member 10	0.080024846	
TELO2	TELO2	TELO2	TEL2, telomere maintenance 2, homolog (S. cerevisiae)	0.079967394	
TMEM54	TMEM54	TMEM54	transmembrane protein 54	0.07988339	
MKL1	MKL1	MKL1	megakaryoblastic leukemia (translocation) 1	0.07985213	
ZBTB49	ZBTB49	null	null	0.079757735	
ZGLP1	ZGLP1	null	null	0.079750836	
TMEM18	TMEM18	TMEM18	transmembrane protein 18	0.07970679	
CCNYL1	CCNYL1	null	null	0.07967157	
RAP2C	RAP2C	RAP2C	RAP2C, member of RAS oncogene family	0.07956792	
RP11-51O6.1	RP11-51O6.1	null	null	0.079562254	
UBIAD1	UBIAD1	UBIAD1	UbiA prenyltransferase domain containing 1	0.07947756	
DENND4A	DENND4A	DENND4A	DENN/MADD domain containing 4A	0.07941982	
NDUFB3	NDUFB3	NDUFB3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3, 12kDa	0.07938597	
PMS2P4	PMS2P4	null	null	0.079384245	
MEF2BNB	MEF2BNB	null	null	0.07930911	
STON1	STON1	STON1	stonin 1	0.079296894	
PTEN	PTEN	PTEN	phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	0.07927518	
RP11-815I9.4	RP11-815I9.4	null	null	0.07918717	
PTPRE	PTPRE	PTPRE	protein tyrosine phosphatase, receptor type, E	0.07918075	
ZSCAN30	ZSCAN30	null	null	0.07915588	
RP11-111M22.3	RP11-111M22.3	null	null	0.07895976	
RPL39	RPL39	RPL39	ribosomal protein L39	0.07888694	
LUC7L	LUC7L	LUC7L	LUC7-like (S. cerevisiae)	0.0787384	
ADAMTS13	ADAMTS13	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	0.07867695	
AC055876.1	AC055876.1	null	null	0.07853529	
TESK1	TESK1	TESK1	testis-specific kinase 1	0.07847841	
IGLC3	IGLC3	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	0.07843602	
TLR6	TLR6	TLR6	toll-like receptor 6	0.0783886	
AC003665.1	AC003665.1	null	null	0.07823864	
AC009237.8	AC009237.8	null	null	0.07811258	
WASH3P	WASH3P	null	null	0.07810348	
ALDH1B1	ALDH1B1	ALDH1B1	aldehyde dehydrogenase 1 family, member B1	0.07807986	
PMS2P10	PMS2P10	null	null	0.07800199	
ALKBH6	ALKBH6	ALKBH6	alkB, alkylation repair homolog 6 (E. coli)	0.07791368	
FPR1	FPR1	FPR1	formyl peptide receptor 1	0.07780331	
RAB3IL1	RAB3IL1	RAB3IL1	RAB3A interacting protein (rabin3)-like 1	0.07763717	
RBM39	RBM39	RBM39	RNA binding motif protein 39	0.07763681	
TMEM208	TMEM208	null	null	0.077545024	
CTD-2544N14.3	CTD-2544N14.3	null	null	0.077474214	
GHR	GHR	GHR	growth hormone receptor	0.07746224	
FAM91A1	FAM91A1	FAM91A1	family with sequence similarity 91, member A1	0.07743863	
ZNF180	ZNF180	ZNF180	zinc finger protein 180	0.07731771	
AP1S2	AP1S2	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	0.077298895	
COPS5	COPS5	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)	0.07719102	
AEBP1	AEBP1	AEBP1	AE binding protein 1	0.07714644	
TTC14	TTC14	TTC14	tetratricopeptide repeat domain 14	0.07706066	
CD40	CD40	CD40	CD40 molecule, TNF receptor superfamily member 5	0.07704664	
SMIM7	SMIM7	null	null	0.07703848	
EFHD2	EFHD2	EFHD2	EF-hand domain family, member D2	0.076906234	
CTB-13F3.1	CTB-13F3.1	null	null	0.07683187	
CTC-260F20.3	CTC-260F20.3	null	null	0.07682737	
EVA1B	EVA1B	null	null	0.07680349	
HGF	HGF	HGF	hepatocyte growth factor (hepapoietin A; scatter factor)	0.076797046	
PARP6	PARP6	PARP6	poly (ADP-ribose) polymerase family, member 6	0.07679287	
ST8SIA4	ST8SIA4	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	0.07671034	
KAT2A	KAT2A	null	null	0.07656941	
CHMP7	CHMP7	CHMP7	CHMP family, member 7	0.07648388	
VAC14	VAC14	VAC14	Vac14 homolog (S. cerevisiae)	0.07639337	
SPRYD4	SPRYD4	SPRYD4	SPRY domain containing 4	0.07636333	
AC138649.1	AC138649.1	null	null	0.076270655	
AC079250.1	AC079250.1	null	null	0.07620094	
SNX22	SNX22	SNX22	sorting nexin 22	0.07618892	
NDUFAF6	NDUFAF6	null	null	0.07612156	
UBE2D1	UBE2D1	UBE2D1	ubiquitin-conjugating enzyme E2D 1 (UBC4/5 homolog, yeast)	0.076101065	
AKR1A1	AKR1A1	AKR1A1	aldo-keto reductase family 1, member A1 (aldehyde reductase)	0.07604677	
SLC35E3	SLC35E3	SLC35E3	solute carrier family 35, member E3	0.07601778	
RGS10	RGS10	RGS10	regulator of G-protein signalling 10	0.07590054	
NOTCH4	NOTCH4	NOTCH4	Notch homolog 4 (Drosophila)	0.07586694	
TMEM198B	TMEM198B	null	null	0.07586303	
CLNS1A	CLNS1A	CLNS1A	chloride channel, nucleotide-sensitive, 1A	0.07576146	
ITPKC	ITPKC	ITPKC	inositol 1,4,5-trisphosphate 3-kinase C	0.075758845	
AC138783.12	AC138783.12	null	null	0.07573763	
GMDS	GMDS	GMDS	GDP-mannose 4,6-dehydratase	0.07569665	
CAB39L	CAB39L	CAB39L	calcium binding protein 39-like	0.07537354	
RP11-492M23.2	RP11-492M23.2	null	null	0.075336695	
ZNF565	ZNF565	ZNF565	zinc finger protein 565	0.07526249	
BID	BID	BID	BH3 interacting domain death agonist	0.07512704	
AC012358.4	AC012358.4	null	null	0.07511384	
STX5	STX5	STX5	syntaxin 5	0.07504619	
KIF26A	KIF26A	KIF26A	kinesin family member 26A	0.0750456	
RPL30	RPL30	RPL30	ribosomal protein L30	0.07489626	
COX16	COX16	null	null	0.0748957	
AKR7A2	AKR7A2	AKR7A2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	0.07481997	
AKAP11	AKAP11	AKAP11	A kinase (PRKA) anchor protein 11	0.07479782	
BMS1P1	BMS1P1	null	null	0.07474182	
NICN1-AS1	NICN1-AS1	null	null	0.07472068	
AC004840.9	AC004840.9	null	null	0.07457553	
INTS4L1	INTS4L1	null	null	0.074461594	
ARMC1	ARMC1	ARMC1	armadillo repeat containing 1	0.07445484	
RABEPK	RABEPK	RABEPK	Rab9 effector protein with kelch motifs	0.07442344	
EP400NL	EP400NL	EP400NL	EP400 N-terminal like	0.074414834	
PQLC1	PQLC1	PQLC1	PQ loop repeat containing 1	0.07437909	
MYO7A	MYO7A	MYO7A	myosin VIIA	0.074333616	
MECOM	MECOM	null	null	0.07432456	
C16orf13	C16orf13	C16ORF13	chromosome 16 open reading frame 13	0.0742697	
COX7A1	COX7A1	COX7A1	cytochrome c oxidase subunit VIIa polypeptide 1 (muscle)	0.0742415	
WASH7P	WASH7P	null	null	0.07399528	
RP11-288E14.2	RP11-288E14.2	null	null	0.07398128	
C1QTNF1	C1QTNF1	C1QTNF1	C1q and tumor necrosis factor related protein 1	0.07395175	
BTBD10	BTBD10	BTBD10	BTB (POZ) domain containing 10	0.07390156	
AMOTL2	AMOTL2	AMOTL2	angiomotin like 2	0.07383686	
STK24	STK24	STK24	serine/threonine kinase 24 (STE20 homolog, yeast)	0.073737	
UPF3A	UPF3A	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)	0.073710345	
ZBTB42	ZBTB42	ZBTB42	zinc finger and BTB domain containing 42	0.07346276	
TMX4	TMX4	null	null	0.07344871	
SNX9	SNX9	SNX9	sorting nexin 9	0.073427595	
AGA	AGA	AGA	aspartylglucosaminidase	0.07336575	
ORAI1	ORAI1	null	null	0.07306659	
AC027763.2	AC027763.2	null	null	0.07302747	
MOCS3	MOCS3	MOCS3	molybdenum cofactor synthesis 3	0.07302152	
C2orf42	C2orf42	C2ORF42	chromosome 2 open reading frame 42	0.07298591	
RPS6KA4	RPS6KA4	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4	0.07273475	
OFD1	OFD1	OFD1	oral-facial-digital syndrome 1	0.07270534	
FAM188A	FAM188A	null	null	0.07264277	
PGAP1	PGAP1	PGAP1	-	0.07263583	
SLC12A9	SLC12A9	SLC12A9	solute carrier family 12 (potassium/chloride transporters), member 9	0.072490916	
CDKN1C	CDKN1C	CDKN1C	cyclin-dependent kinase inhibitor 1C (p57, Kip2)	0.072453834	
PLD2	PLD2	PLD2	phospholipase D2	0.072195485	
FLYWCH1	FLYWCH1	FLYWCH1	FLYWCH-type zinc finger 1	0.07205255	
LRRC37A	LRRC37A	LRRC37A	leucine rich repeat containing 37A	0.07204673	
ACOT2	ACOT2	ACOT2	acyl-CoA thioesterase 2	0.0720296	
RP11-543B16.1	RP11-543B16.1	null	null	0.07186254	
ARFGEF2	ARFGEF2	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	0.07185595	
SLC25A5-AS1	SLC25A5-AS1	null	null	0.07185451	
PLOD2	PLOD2	PLOD2	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	0.07183763	
MEIS3P1	MEIS3P1	MEIS3P1	Meis1 homolog 3 (mouse) pseudogene 1	0.07183487	
GTF3C3	GTF3C3	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	0.07178436	
AC092295.7	AC092295.7	null	null	0.07171705	
RP11-742N3.1	RP11-742N3.1	null	null	0.07163509	
VPS36	VPS36	VPS36	vacuolar protein sorting 36 (yeast)	0.071632676	
GPS2	GPS2	GPS2	G protein pathway suppressor 2	0.07144612	
CENPT	CENPT	CENPT	centromere protein T	0.07130369	
PTMAP5	PTMAP5	PTMAP5	prothymosin, alpha pseudogene 5 (gene sequence 150)	0.071250185	
OLFML2A	OLFML2A	OLFML2A	olfactomedin-like 2A	0.07118077	
USF1	USF1	USF1	upstream transcription factor 1	0.07111538	
LINC00667	LINC00667	null	null	0.07111397	
TACC3	TACC3	TACC3	transforming, acidic coiled-coil containing protein 3	0.07111077	
IFI27L1	IFI27L1	null	null	0.071055666	
ZNF706	ZNF706	ZNF706	zinc finger protein 706	0.07090031	
RP11-467D6.1	RP11-467D6.1	null	null	0.07087091	
GABARAP	GABARAP	GABARAP	GABA(A) receptor-associated protein	0.07069461	
APOLD1	APOLD1	APOLD1	apolipoprotein L domain containing 1	0.07067162	
PPA2	PPA2	PPA2	pyrophosphatase (inorganic) 2	0.070623755	
AD000090.2	AD000090.2	null	null	0.070562094	
CCDC69	CCDC69	CCDC69	coiled-coil domain containing 69	0.07050751	
RSPH3	RSPH3	null	null	0.07047412	
DGCR2	DGCR2	DGCR2	DiGeorge syndrome critical region gene 2	0.070377156	
RP11-434B12.1	RP11-434B12.1	null	null	0.07030692	
VRK2	VRK2	VRK2	vaccinia related kinase 2	0.07030282	
GTF2A1	GTF2A1	GTF2A1	general transcription factor IIA, 1, 19/37kDa	0.070301116	
HSPB6	HSPB6	HSPB6	heat shock protein, alpha-crystallin-related, B6	0.07029229	
C9orf41	C9orf41	C9ORF41	chromosome 9 open reading frame 41	0.0702336	
LINS	LINS	null	null	0.070225485	
PCNT	PCNT	PCNT	pericentrin (kendrin)	0.070082724	
RP11-378J18.3	RP11-378J18.3	null	null	0.07007057	
TMEM176A	TMEM176A	TMEM176A	transmembrane protein 176A	0.07002163	
LDLRAD4	LDLRAD4	null	null	0.06988667	
EDF1	EDF1	EDF1	endothelial differentiation-related factor 1	0.06987275	
PMS2P5	PMS2P5	null	null	0.06982528	
TIMM50	TIMM50	TIMM50	translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)	0.0697801	
RNF113A	RNF113A	RNF113A	ring finger protein 113A	0.06971603	
PLEKHA3P1	PLEKHA3P1	PLEKHA3P1	pleckstrin homology domain containing, family A member 3 pseudogene 1	0.06968266	
HHEX	HHEX	HHEX	homeobox, hematopoietically expressed	0.06966916	
ITFG3	ITFG3	ITFG3	integrin alpha FG-GAP repeat containing 3	0.06955346	
DENND4B	DENND4B	DENND4B	DENN/MADD domain containing 4B	0.06951982	
COX6C	COX6C	COX6C	cytochrome c oxidase subunit VIc	0.06949255	
MBOAT2	MBOAT2	MBOAT2	membrane bound O-acyltransferase domain containing 2	0.06947782	
GLUD2	GLUD2	GLUD2	glutamate dehydrogenase 2	0.069450624	
LAMA5	LAMA5	LAMA5	laminin, alpha 5	0.06944143	
SMPD2	SMPD2	SMPD2	sphingomyelin phosphodiesterase 2, neutral membrane (neutral sphingomyelinase)	0.06942215	
SARNP	SARNP	null	null	0.06933743	
AC092651.1	AC092651.1	null	null	0.06932768	
RP11-774O3.3	RP11-774O3.3	null	null	0.06932748	
AAMDC	AAMDC	null	null	0.06932052	
HLA-C	HLA-C	HLA-C	major histocompatibility complex, class I, C	0.06930453	
ARL4D	ARL4D	ARL4D	ADP-ribosylation factor-like 4D	0.06926946	
YOD1	YOD1	YOD1	YOD1 OTU deubiquinating enzyme 1 homolog (S. cerevisiae)	0.069193885	
AC016747.3	AC016747.3	null	null	0.0691679	
ZNF117	ZNF117	ZNF117	zinc finger protein 117	0.06908345	
PM20D2	PM20D2	null	null	0.068976164	
RP11-173M1.8	RP11-173M1.8	null	null	0.068926826	
