NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE	
ARF1	ARF1	ARF1	ADP-ribosylation factor 1	0.24951416	
PDCL	PDCL	PDCL	phosducin-like	0.24946238	
STAT5A	STAT5A	STAT5A	signal transducer and activator of transcription 5A	0.24945064	
ZNF593	ZNF593	ZNF593	zinc finger protein 593	0.2494062	
KLHDC8B	KLHDC8B	KLHDC8B	kelch domain containing 8B	0.24938984	
SP110	SP110	SP110	SP110 nuclear body protein	0.24918544	
REL	REL	REL	v-rel reticuloendotheliosis viral oncogene homolog (avian)	0.24917047	
TRAPPC4	TRAPPC4	TRAPPC4	trafficking protein particle complex 4	0.2491577	
BCKDK	BCKDK	BCKDK	branched chain ketoacid dehydrogenase kinase	0.24912323	
AAK1	AAK1	AAK1	AP2 associated kinase 1	0.24892594	
GADD45G	GADD45G	GADD45G	growth arrest and DNA-damage-inducible, gamma	0.24863683	
PGLS	PGLS	PGLS	6-phosphogluconolactonase	0.24835664	
RASAL2	RASAL2	RASAL2	RAS protein activator like 2	0.24817058	
CPEB3	CPEB3	CPEB3	cytoplasmic polyadenylation element binding protein 3	0.24808274	
SH3TC1	SH3TC1	SH3TC1	SH3 domain and tetratricopeptide repeats 1	0.24793492	
GPX1	GPX1	GPX1	glutathione peroxidase 1	0.24780197	
TKT	TKT	TKT	transketolase (Wernicke-Korsakoff syndrome)	0.24773613	
FOXP4	FOXP4	FOXP4	forkhead box P4	0.24762878	
PRRC2C	PRRC2C	null	null	0.24731453	
KIAA1024	KIAA1024	KIAA1024	-	0.24715282	
KIAA1143	KIAA1143	KIAA1143	KIAA1143	0.24700579	
PCMTD1	PCMTD1	PCMTD1	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1	0.24673277	
SUN2	SUN2	null	null	0.24666865	
FAM8A1	FAM8A1	FAM8A1	family with sequence similarity 8, member A1	0.24657892	
PLA2G16	PLA2G16	null	null	0.2465643	
LA16c-390E6.5	LA16c-390E6.5	null	null	0.24639688	
TALDO1	TALDO1	TALDO1	transaldolase 1	0.24631174	
RIPK2	RIPK2	RIPK2	receptor-interacting serine-threonine kinase 2	0.24629116	
KCNK5	KCNK5	KCNK5	potassium channel, subfamily K, member 5	0.24628517	
FLVCR1	FLVCR1	null	null	0.24624427	
GPAA1	GPAA1	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	0.2461864	
MT-ND1	MT-ND1	MT-ND1	mitochondrially encoded NADH dehydrogenase 1	0.24597389	
C9orf156	C9orf156	C9ORF156	chromosome 9 open reading frame 156	0.24595691	
ERI1	ERI1	null	null	0.24591218	
TTC7A	TTC7A	TTC7A	tetratricopeptide repeat domain 7A	0.2458079	
ZNF567	ZNF567	ZNF567	zinc finger protein 567	0.24567316	
IL6R	IL6R	IL6R	interleukin 6 receptor	0.24540576	
RERE	RERE	RERE	arginine-glutamic acid dipeptide (RE) repeats	0.24526675	
APBA3	APBA3	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)	0.24504538	
SDCBP	SDCBP	SDCBP	syndecan binding protein (syntenin)	0.24497314	
KIAA1217	KIAA1217	KIAA1217	KIAA1217	0.24480067	
PPP2R5A	PPP2R5A	PPP2R5A	protein phosphatase 2, regulatory subunit B (B56), alpha isoform	0.24470112	
NVL	NVL	NVL	nuclear VCP-like	0.24451606	
CSNK2A2	CSNK2A2	CSNK2A2	casein kinase 2, alpha prime polypeptide	0.24440007	
RAP2B	RAP2B	RAP2B	RAP2B, member of RAS oncogene family	0.24438733	
GCLC	GCLC	GCLC	glutamate-cysteine ligase, catalytic subunit	0.24428217	
TAF5L	TAF5L	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	0.24424492	
NHP2	NHP2	null	null	0.24414091	
ERMAP	ERMAP	ERMAP	erythroblast membrane-associated protein (Scianna blood group)	0.24397148	
AP2S1	AP2S1	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	0.24382372	
RP11-423H2.1	RP11-423H2.1	null	null	0.24370657	
ZNF799	ZNF799	ZNF799	zinc finger protein 799	0.2435802	
SDHDP6	SDHDP6	SDHDP6	succinate dehydrogenase complex, subunit D, integral membrane protein pseudogene 6	0.24342966	
ZNF724P	ZNF724P	ZNF724P	zinc finger protein 724 pseudogene	0.24339727	
ZNF169	ZNF169	ZNF169	zinc finger protein 169	0.24319303	
ZNF34	ZNF34	ZNF34	zinc finger protein 34	0.24309115	
TNFRSF10C	TNFRSF10C	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	0.24263802	
MVB12A	MVB12A	null	null	0.24256256	
PARP12	PARP12	PARP12	poly (ADP-ribose) polymerase family, member 12	0.2425201	
MSH5	MSH5	MSH5	mutS homolog 5 (E. coli)	0.24249375	
NDUFA7	NDUFA7	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	0.24245644	
CDT1	CDT1	CDT1	chromatin licensing and DNA replication factor 1	0.24230114	
TLCD1	TLCD1	TLCD1	TLC domain containing 1	0.24225128	
RP11-173G21.1	RP11-173G21.1	null	null	0.24215823	
TNPO1	TNPO1	TNPO1	transportin 1	0.24204445	
SLC41A3	SLC41A3	SLC41A3	solute carrier family 41, member 3	0.24203008	
FAM21C	FAM21C	FAM21C	family with sequence similarity 21, member C	0.24187377	
ARIH2OS	ARIH2OS	null	null	0.24183807	
LRRC14	LRRC14	LRRC14	leucine rich repeat containing 14	0.24178526	
RASGRP3	RASGRP3	RASGRP3	RAS guanyl releasing protein 3 (calcium and DAG-regulated)	0.24170233	
DCTD	DCTD	DCTD	dCMP deaminase	0.24150984	
C10orf76	C10orf76	C10ORF76	chromosome 10 open reading frame 76	0.24136664	
NEU3	NEU3	NEU3	sialidase 3 (membrane sialidase)	0.24127868	
NR1D1	NR1D1	NR1D1	nuclear receptor subfamily 1, group D, member 1	0.24122965	
PTPN18	PTPN18	PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	0.24109823	
ARL17A	ARL17A	null	null	0.2410952	
C21orf67	C21orf67	C21ORF67	chromosome 21 open reading frame 67	0.2409127	
TESK2	TESK2	TESK2	testis-specific kinase 2	0.24078208	
DENND2A	DENND2A	DENND2A	DENN/MADD domain containing 2A	0.24050216	
HIVEP3	HIVEP3	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3	0.24049449	
ZNF41	ZNF41	ZNF41	zinc finger protein 41	0.24030524	
METTL21B	METTL21B	null	null	0.24030457	
ZNF136	ZNF136	ZNF136	zinc finger protein 136	0.23969181	
GNPAT	GNPAT	GNPAT	glyceronephosphate O-acyltransferase	0.23966907	
ZNF658	ZNF658	ZNF658	zinc finger protein 658	0.23958175	
CXorf38	CXorf38	CXORF38	chromosome X open reading frame 38	0.23951629	
TXNL4B	TXNL4B	TXNL4B	thioredoxin-like 4B	0.23939201	
ZSCAN16	ZSCAN16	null	null	0.23934877	
TUBB2BP1	TUBB2BP1	null	null	0.23933692	
NCK1	NCK1	NCK1	NCK adaptor protein 1	0.23929915	
KDM3B	KDM3B	null	null	0.23919651	
AGPAT3	AGPAT3	AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3	0.23911138	
KIAA2026	KIAA2026	KIAA2026	KIAA2026	0.23907354	
XXbac-BPG299F13.17	XXbac-BPG299F13.17	null	null	0.23899284	
ZNF526	ZNF526	ZNF526	zinc finger protein 526	0.2389462	
TRAPPC2	TRAPPC2	TRAPPC2	trafficking protein particle complex 2	0.23887172	
SLC45A4	SLC45A4	SLC45A4	solute carrier family 45, member 4	0.2387845	
SPTAN1	SPTAN1	SPTAN1	spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)	0.23872395	
ACLY	ACLY	ACLY	ATP citrate lyase	0.2386812	
NOC2L	NOC2L	NOC2L	nucleolar complex associated 2 homolog (S. cerevisiae)	0.23867045	
SPATC1L	SPATC1L	null	null	0.2385655	
ZNF589	ZNF589	ZNF589	zinc finger protein 589	0.23844017	
ABCG1	ABCG1	ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	0.23835225	
TRIM52-AS1	TRIM52-AS1	null	null	0.23829003	
ZNF485	ZNF485	ZNF485	zinc finger protein 485	0.238289	
AFAP1	AFAP1	null	null	0.23820423	
LIPT2	LIPT2	null	null	0.23805694	
HSPB1P1	HSPB1P1	null	null	0.2378921	
JMJD7	JMJD7	null	null	0.23775737	
CPE	CPE	CPE	carboxypeptidase E	0.23727028	
TMLHE	TMLHE	TMLHE	trimethyllysine hydroxylase, epsilon	0.23722811	
HNMT	HNMT	HNMT	histamine N-methyltransferase	0.23718332	
GALNT2	GALNT2	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	0.23716977	
NADSYN1	NADSYN1	NADSYN1	NAD synthetase 1	0.2371075	
KIF1B	KIF1B	KIF1B	kinesin family member 1B	0.23709255	
TSSK6	TSSK6	TSSK6	testis-specific serine kinase 6	0.23692702	
GPR155	GPR155	GPR155	G protein-coupled receptor 155	0.23685291	
MTX1	MTX1	MTX1	metaxin 1	0.23675117	
ANAPC11	ANAPC11	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	0.23675084	
PATL1	PATL1	null	null	0.23646782	
CORO2A	CORO2A	CORO2A	coronin, actin binding protein, 2A	0.23644584	
TSPAN4	TSPAN4	TSPAN4	tetraspanin 4	0.23610303	
CTD-3092A11.2	CTD-3092A11.2	null	null	0.2359512	
PAPD5	PAPD5	PAPD5	PAP associated domain containing 5	0.23583868	
SLC39A11	SLC39A11	SLC39A11	solute carrier family 39 (metal ion transporter), member 11	0.23578118	
NFKB1	NFKB1	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1 (p105)	0.23575528	
UBL5	UBL5	UBL5	ubiquitin-like 5	0.23569292	
RP11-834C11.4	RP11-834C11.4	null	null	0.23555645	
REEP5	REEP5	REEP5	receptor accessory protein 5	0.23555528	
EXOC3L2	EXOC3L2	null	null	0.23551549	
POLK	POLK	POLK	polymerase (DNA directed) kappa	0.23542666	
ADCY9	ADCY9	ADCY9	adenylate cyclase 9	0.23539737	
GLCCI1	GLCCI1	GLCCI1	glucocorticoid induced transcript 1	0.23537077	
SULF1	SULF1	SULF1	sulfatase 1	0.23523846	
FAM63B	FAM63B	FAM63B	family with sequence similarity 63, member B	0.2351265	
C10orf12	C10orf12	C10ORF12	chromosome 10 open reading frame 12	0.23502398	
PDIA3P1	PDIA3P1	null	null	0.23492417	
CEP350	CEP350	CEP350	centrosomal protein 350kDa	0.23490684	
VGF	VGF	VGF	VGF nerve growth factor inducible	0.23488393	
MTX1P1	MTX1P1	null	null	0.234678	
DCLRE1A	DCLRE1A	DCLRE1A	DNA cross-link repair 1A (PSO2 homolog, S. cerevisiae)	0.23447467	
FILIP1	FILIP1	FILIP1	filamin A interacting protein 1	0.23446864	
C9orf142	C9orf142	C9ORF142	chromosome 9 open reading frame 142	0.23441279	
GOSR2	GOSR2	GOSR2	golgi SNAP receptor complex member 2	0.23412642	
KAZN	KAZN	null	null	0.23404405	
TMEM205	TMEM205	null	null	0.23399866	
RP4-673M15.1	RP4-673M15.1	null	null	0.23392904	
FBXO42	FBXO42	FBXO42	F-box protein 42	0.23370908	
ZFP30	ZFP30	ZFP30	zinc finger protein 30 homolog (mouse)	0.23361146	
ABCB6	ABCB6	ABCB6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	0.23340517	
APITD1-CORT	APITD1-CORT	null	null	0.23328197	
NID1	NID1	NID1	nidogen 1	0.23325393	
RPP25L	RPP25L	null	null	0.23293173	
PPP3CC	PPP3CC	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform (calcineurin A gamma)	0.23293036	
RFWD3	RFWD3	RFWD3	ring finger and WD repeat domain 3	0.23286866	
FRAT2	FRAT2	FRAT2	frequently rearranged in advanced T-cell lymphomas 2	0.23272905	
CCM2L	CCM2L	null	null	0.23270974	
PALMD	PALMD	PALMD	palmdelphin	0.23270117	
PRPS2	PRPS2	PRPS2	phosphoribosyl pyrophosphate synthetase 2	0.23265767	
CRYAB	CRYAB	CRYAB	crystallin, alpha B	0.23265722	
PNPLA6	PNPLA6	PNPLA6	patatin-like phospholipase domain containing 6	0.23258369	
CASP8	CASP8	CASP8	caspase 8, apoptosis-related cysteine peptidase	0.23253596	
PAPD4	PAPD4	PAPD4	PAP associated domain containing 4	0.23245926	
FOXN3	FOXN3	null	null	0.23241684	
DTL	DTL	DTL	denticleless homolog (Drosophila)	0.23235086	
ZNF20	ZNF20	ZNF20	zinc finger protein 20	0.23227862	
PRKAR1B	PRKAR1B	PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	0.23225719	
BSCL2	BSCL2	BSCL2	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)	0.23166417	
H2AFY	H2AFY	H2AFY	H2A histone family, member Y	0.23151974	
C6orf62	C6orf62	C6ORF62	chromosome 6 open reading frame 62	0.2313463	
OGFOD1	OGFOD1	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	0.2310536	
CAP1	CAP1	CAP1	CAP, adenylate cyclase-associated protein 1 (yeast)	0.23083134	
DUSP22	DUSP22	DUSP22	dual specificity phosphatase 22	0.23043728	
RNASEH2A	RNASEH2A	RNASEH2A	ribonuclease H2, subunit A	0.23036578	
CLPP	CLPP	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	0.2303322	
SPRTN	SPRTN	null	null	0.23032737	
HSF2BP	HSF2BP	HSF2BP	heat shock transcription factor 2 binding protein	0.23017062	
ATP1A1	ATP1A1	ATP1A1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	0.22979242	
SGPL1	SGPL1	SGPL1	sphingosine-1-phosphate lyase 1	0.2297123	
RBPMS2	RBPMS2	RBPMS2	RNA binding protein with multiple splicing 2	0.22967747	
C19orf54	C19orf54	C19ORF54	chromosome 19 open reading frame 54	0.22962327	
ATF6B	ATF6B	null	null	0.2295434	
C1R	C1R	C1R	complement component 1, r subcomponent	0.22947206	
LY96	LY96	LY96	lymphocyte antigen 96	0.2294161	
LRP8	LRP8	LRP8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor	0.2293527	
RPS9	RPS9	RPS9	ribosomal protein S9	0.22929494	
GINS4	GINS4	GINS4	GINS complex subunit 4 (Sld5 homolog)	0.22924408	
ZCCHC14	ZCCHC14	ZCCHC14	zinc finger, CCHC domain containing 14	0.22907415	
SDHD	SDHD	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	0.22906774	
TMEM173	TMEM173	TMEM173	transmembrane protein 173	0.22894171	
IER3	IER3	IER3	immediate early response 3	0.2288741	
AGL	AGL	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	0.22864982	
LLGL2	LLGL2	LLGL2	lethal giant larvae homolog 2 (Drosophila)	0.22842017	
PIEZO1	PIEZO1	null	null	0.22831766	
VPS35	VPS35	VPS35	vacuolar protein sorting 35 (yeast)	0.22823142	
SYAP1	SYAP1	SYAP1	synapse associated protein 1, SAP47 homolog (Drosophila)	0.22822425	
SOX18	SOX18	SOX18	SRY (sex determining region Y)-box 18	0.22811995	
NSMCE2	NSMCE2	NSMCE2	non-SMC element 2 homolog (MMS21, S. cerevisiae)	0.22804208	
PIGS	PIGS	PIGS	phosphatidylinositol glycan anchor biosynthesis, class S	0.22803494	
SLX4IP	SLX4IP	null	null	0.22797912	
RAP1A	RAP1A	RAP1A	RAP1A, member of RAS oncogene family	0.22794668	
ZNF324B	ZNF324B	ZNF324B	zinc finger protein 324B	0.22789228	
PARGP1	PARGP1	null	null	0.22780418	
HSPA1B	HSPA1B	HSPA1B	heat shock 70kDa protein 1B	0.22779858	
ATRAID	ATRAID	null	null	0.22777593	
CCM2	CCM2	CCM2	cerebral cavernous malformation 2	0.22773045	
C1orf216	C1orf216	null	null	0.22772221	
AGFG1	AGFG1	null	null	0.22769718	
FAM20C	FAM20C	FAM20C	family with sequence similarity 20, member C	0.22731362	
CYB561D2	CYB561D2	CYB561D2	cytochrome b-561 domain containing 2	0.22728503	
RHBDF1	RHBDF1	RHBDF1	rhomboid 5 homolog 1 (Drosophila)	0.22728102	
ARV1	ARV1	ARV1	ARV1 homolog (S. cerevisiae)	0.22723562	
RHBDD1	RHBDD1	RHBDD1	rhomboid domain containing 1	0.22717893	
C19orf43	C19orf43	C19ORF43	chromosome 19 open reading frame 43	0.2271603	
MEF2BNB-MEF2B	MEF2BNB-MEF2B	null	null	0.2271112	
CMTM8	CMTM8	CMTM8	CKLF-like MARVEL transmembrane domain containing 8	0.22701152	
OGDH	OGDH	OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	0.22697522	
CHCHD1	CHCHD1	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	0.22693029	
TSPAN33	TSPAN33	TSPAN33	tetraspanin 33	0.22692572	
JARID2	JARID2	JARID2	jumonji, AT rich interactive domain 2	0.22686714	
RTN2	RTN2	RTN2	reticulon 2	0.22681832	
ZNF442	ZNF442	ZNF442	zinc finger protein 442	0.22655135	
MB21D2	MB21D2	null	null	0.22650199	
KAT5	KAT5	null	null	0.22646442	
TUBB2B	TUBB2B	TUBB2B	tubulin, beta 2B	0.22637782	
ZNF83	ZNF83	ZNF83	zinc finger protein 83	0.22632258	
ATP2A2	ATP2A2	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	0.22626367	
STOML1	STOML1	STOML1	stomatin (EPB72)-like 1	0.22619674	
TMEM70	TMEM70	TMEM70	transmembrane protein 70	0.22602731	
SIL1	SIL1	SIL1	SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	0.22574082	
SLC19A1	SLC19A1	SLC19A1	solute carrier family 19 (folate transporter), member 1	0.22571772	
PLCL2	PLCL2	PLCL2	phospholipase C-like 2	0.22566065	
RMDN3	RMDN3	null	null	0.22564958	
MRPL2	MRPL2	MRPL2	mitochondrial ribosomal protein L2	0.22563472	
SCNM1	SCNM1	SCNM1	sodium channel modifier 1	0.22539626	
HEATR3	HEATR3	HEATR3	HEAT repeat containing 3	0.22521375	
RTP4	RTP4	RTP4	receptor transporter protein 4	0.22515981	
SCRN1	SCRN1	SCRN1	secernin 1	0.22511059	
TCEB2	TCEB2	TCEB2	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	0.22510822	
SLC25A35	SLC25A35	SLC25A35	solute carrier family 25, member 35	0.22510402	
MED1	MED1	null	null	0.22508526	
CU459201.1	CU459201.1	null	null	0.22507294	
C11orf48	C11orf48	C11ORF48	chromosome 11 open reading frame 48	0.22505763	
PDIA3	PDIA3	PDIA3	protein disulfide isomerase family A, member 3	0.22504392	
ISYNA1	ISYNA1	ISYNA1	-	0.22490935	
PRDX6	PRDX6	PRDX6	peroxiredoxin 6	0.22486894	
C9orf64	C9orf64	C9ORF64	chromosome 9 open reading frame 64	0.22471303	
RP11-20I23.8	RP11-20I23.8	null	null	0.22453892	
ATP11C	ATP11C	ATP11C	ATPase, Class VI, type 11C	0.22453874	
DNPH1	DNPH1	null	null	0.22444135	
PSMD7	PSMD7	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog)	0.22442062	
ECM1	ECM1	ECM1	extracellular matrix protein 1	0.22437476	
NR3C1	NR3C1	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	0.2243081	
GPR161	GPR161	GPR161	G protein-coupled receptor 161	0.22421014	
SHKBP1	SHKBP1	SHKBP1	SH3KBP1 binding protein 1	0.22413298	
ZNF165	ZNF165	ZNF165	zinc finger protein 165	0.22409226	
STEAP1B	STEAP1B	null	null	0.22398485	
AC011897.1	AC011897.1	null	null	0.22393548	
GLRX2	GLRX2	GLRX2	glutaredoxin 2	0.22388011	
HIST1H2BK	HIST1H2BK	HIST1H2BK	histone cluster 1, H2bk	0.22381341	
SERPINB6	SERPINB6	SERPINB6	serpin peptidase inhibitor, clade B (ovalbumin), member 6	0.22381255	
CLTB	CLTB	CLTB	clathrin, light chain (Lcb)	0.22377867	
C19orf71	C19orf71	null	null	0.22348888	
WDR18	WDR18	WDR18	WD repeat domain 18	0.22341543	
RBP7	RBP7	RBP7	retinol binding protein 7, cellular	0.22340009	
CCDC115	CCDC115	CCDC115	coiled-coil domain containing 115	0.22330503	
CKLF	CKLF	CKLF	chemokine-like factor	0.22291909	
ATP6V1F	ATP6V1F	ATP6V1F	ATPase, H+ transporting, lysosomal 14kDa, V1 subunit F	0.22278962	
TMBIM1	TMBIM1	TMBIM1	transmembrane BAX inhibitor motif containing 1	0.22273256	
MRPS36	MRPS36	MRPS36	mitochondrial ribosomal protein S36	0.22269285	
CTD-2015H6.3	CTD-2015H6.3	null	null	0.22264649	
KRAS	KRAS	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog	0.22251534	
PYCRL	PYCRL	PYCRL	pyrroline-5-carboxylate reductase-like	0.22249459	
ASB8	ASB8	ASB8	ankyrin repeat and SOCS box-containing 8	0.22236608	
CDK18	CDK18	null	null	0.22220886	
TAF11	TAF11	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	0.22214708	
CENPBD1	CENPBD1	null	null	0.22205792	
PPM1J	PPM1J	PPM1J	protein phosphatase 1J (PP2C domain containing)	0.22202292	
APOBEC3F	APOBEC3F	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	0.22198589	
TXLNG	TXLNG	null	null	0.22194439	
ADCK5	ADCK5	ADCK5	aarF domain containing kinase 5	0.22177093	
PAQR8	PAQR8	PAQR8	progestin and adipoQ receptor family member VIII	0.22172697	
ICOSLG	ICOSLG	ICOSLG	inducible T-cell co-stimulator ligand	0.22172253	
RMDN1	RMDN1	null	null	0.22164929	
DHX16	DHX16	DHX16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	0.22158095	
ZNF350	ZNF350	ZNF350	zinc finger protein 350	0.22155878	
ROMO1	ROMO1	null	null	0.22149819	
TMEM50A	TMEM50A	TMEM50A	transmembrane protein 50A	0.22140713	
SZRD1	SZRD1	null	null	0.22139788	
JMJD8	JMJD8	null	null	0.22135209	
ZNF296	ZNF296	ZNF296	zinc finger protein 296	0.2213518	
TMEM179B	TMEM179B	null	null	0.22121061	
ZNF587B	ZNF587B	null	null	0.22105034	
CSF2RA	CSF2RA	CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	0.22091249	
TGS1	TGS1	null	null	0.22079618	
COG2	COG2	COG2	component of oligomeric golgi complex 2	0.2206002	
CHD9	CHD9	CHD9	chromodomain helicase DNA binding protein 9	0.22057365	
SRCAP	SRCAP	SRCAP	-	0.22046776	
TXNRD1	TXNRD1	TXNRD1	thioredoxin reductase 1	0.22039329	
C1orf122	C1orf122	C1ORF122	chromosome 1 open reading frame 122	0.22036155	
LARP1	LARP1	LARP1	La ribonucleoprotein domain family, member 1	0.22032979	
ATG2A	ATG2A	null	null	0.22029506	
RP11-85F14.5	RP11-85F14.5	null	null	0.21982807	
IFFO2	IFFO2	null	null	0.21977295	
LGALS8	LGALS8	LGALS8	lectin, galactoside-binding, soluble, 8 (galectin 8)	0.21970955	
MLLT10	MLLT10	MLLT10	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10	0.21958508	
PSMD3	PSMD3	PSMD3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	0.21956466	
DAXX	DAXX	DAXX	death-associated protein 6	0.2192601	
IDSP1	IDSP1	IDSP1	iduronate 2-sulfatase pseudogene 1	0.21923159	
MZT2A	MZT2A	null	null	0.21917312	
TUBBP1	TUBBP1	TUBBP1	tubulin, beta pseudogene 1	0.21916878	
ESPL1	ESPL1	ESPL1	extra spindle poles like 1 (S. cerevisiae)	0.2190133	
GLI4	GLI4	GLI4	GLI-Kruppel family member GLI4	0.21886629	
NDUFA1	NDUFA1	NDUFA1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa	0.21885248	
BCRP2	BCRP2	null	null	0.21883932	
ATP2B4	ATP2B4	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	0.2186472	
SLC27A5	SLC27A5	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5	0.21857858	
POC5	POC5	null	null	0.2185404	
NDUFV3	NDUFV3	NDUFV3	NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa	0.2185171	
SYMPK	SYMPK	SYMPK	symplekin	0.21836774	
NRN1	NRN1	NRN1	neuritin 1	0.21829183	
RAP2C	RAP2C	RAP2C	RAP2C, member of RAS oncogene family	0.21828799	
RBM47	RBM47	null	null	0.21826053	
PRDM1	PRDM1	PRDM1	PR domain containing 1, with ZNF domain	0.2182516	
RP11-400F19.6	RP11-400F19.6	null	null	0.21820067	
TUBBP2	TUBBP2	TUBBP2	tubulin, beta pseudogene 2	0.2179364	
TANC2	TANC2	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	0.21790583	
EPS15L1	EPS15L1	EPS15L1	epidermal growth factor receptor pathway substrate 15-like 1	0.21747881	
FAM76A	FAM76A	FAM76A	family with sequence similarity 76, member A	0.21723153	
RCOR3	RCOR3	RCOR3	REST corepressor 3	0.21721937	
ATP6AP1	ATP6AP1	ATP6AP1	ATPase, H+ transporting, lysosomal accessory protein 1	0.21716453	
INPP4A	INPP4A	INPP4A	inositol polyphosphate-4-phosphatase, type I, 107kDa	0.21703586	
BRIP1	BRIP1	BRIP1	BRCA1 interacting protein C-terminal helicase 1	0.21696551	
USO1	USO1	null	null	0.2165568	
TOMM6	TOMM6	null	null	0.21647163	
TSSC1	TSSC1	TSSC1	tumor suppressing subtransferable candidate 1	0.21641915	
TXLNA	TXLNA	TXLNA	taxilin alpha	0.21640599	
UBALD2	UBALD2	null	null	0.21624541	
HSD17B4	HSD17B4	HSD17B4	hydroxysteroid (17-beta) dehydrogenase 4	0.21611218	
VASP	VASP	VASP	vasodilator-stimulated phosphoprotein	0.215816	
RP11-2E17.1	RP11-2E17.1	null	null	0.21574241	
ATP9A	ATP9A	ATP9A	ATPase, Class II, type 9A	0.21566197	
DHX58	DHX58	null	null	0.21565771	
CTSF	CTSF	CTSF	cathepsin F	0.21543834	
SLC25A42	SLC25A42	SLC25A42	solute carrier family 25, member 42	0.21541588	
S100A1	S100A1	S100A1	S100 calcium binding protein A1	0.2152551	
TNRC6A	TNRC6A	TNRC6A	trinucleotide repeat containing 6A	0.21518421	
YWHAZ	YWHAZ	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	0.21511362	
ATP5G3	ATP5G3	ATP5G3	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C3 (subunit 9)	0.21508346	
RP11-254F7.2	RP11-254F7.2	null	null	0.21497074	
LTB	LTB	LTB	lymphotoxin beta (TNF superfamily, member 3)	0.21486789	
FZD5	FZD5	FZD5	frizzled homolog 5 (Drosophila)	0.21484242	
AC006538.1	AC006538.1	null	null	0.21481505	
HECTD4	HECTD4	null	null	0.21460727	
NUDT3	NUDT3	NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	0.21459378	
UBE2Z	UBE2Z	UBE2Z	ubiquitin-conjugating enzyme E2Z (putative)	0.21449949	
LPAR2	LPAR2	null	null	0.2143574	
FBXO28	FBXO28	FBXO28	F-box protein 28	0.21427906	
RPS20P14	RPS20P14	null	null	0.21422645	
